"4He/84Kr" "4He/130Xe" "4He/20Ne" "4He/36Ar" "R/Ra" "4He" "20Ne" "36Ar" "84Kr" "130Xe"
0.333414369685554 NA 0.33339355744749 0.333394554447438 0.333888793449007 0.334463264730441 0.439762623462494 0.505474452554745 0.333333333520491 NA
0.666666666666667 NA 0.666666666666667 0.666666666666667 0.333653725018611 0.666666666666667 0.338754389207171 0.342153284671533 0.333333333346437 NA
0.415142729705618 NA 0.379321176218067 0.35514629568257 0.333356811544408 0.37711863351647 0.338477176122713 0.351581508515815 0.333333333340187 NA
0.333376951346605 0.333897494026834 0.333372838140546 0.333363522835215 0.336110633911699 0.333396598024904 0.341998809010452 0.352189781021898 0.333333333352498 0.344978694040734
0.333427598870054 0.334052829038574 0.333474576806803 0.333456383238264 0.334621771745977 0.333373151696366 0.334596192940307 0.335766423357664 0.333333333338672 0.338647373924921
0.333462497175139 0.334200539086248 0.333443032363895 0.333417486993968 0.334220924239821 0.333360609323028 0.334401117066059 0.335766423357664 0.333333333335831 0.335944113650753
0.333395942128567 0.333990169502283 0.333394290443363 0.333382218843639 0.334879459428506 0.333463829665772 0.345099488695866 0.357664233576642 0.333333333361021 0.354938073998193
0.33333498743553 0.333336384327219 0.333333333333333 0.333333840911339 0.338258031266105 0.333356315537561 0.466457216780632 0.554136253041362 0.333333333519922 0.403454482076673
0.333361495998115 0.333506220923146 0.333366299859182 0.333362383981215 0.33654011338258 0.333342840960798 0.334596192940307 0.335766423357664 0.333333333337536 0.33779371278571
0.333359175358538 0.333522509725788 0.333374272599083 0.3333538238039 0.335881578193896 0.333342784463621 0.334288178402021 0.33698296836983 0.333333333337915 0.337366882216104
0.333336206812253 0.333359345543433 0.333334119342358 0.33333459715517 0.337026856782912 0.333375411583454 0.469537362163494 0.561435523114355 0.33333333352996 0.414125246316808
0.333334815770079 0.333333333333333 0.333370944039672 0.333333333333333 0.336511481417855 0.333337643220496 0.333630054005216 0.419099756690998 0.333333333372195 0.346828293175691
0.333380609362387 0.333693345215048 0.333394747705779 0.333343005020242 0.33447861192235 0.333370609323392 0.336434013018748 0.367396593673966 0.333333333343597 0.34362706390365
0.333432968835427 NA 0.333434760705746 0.333389074046731 0.334449979957625 0.333376824012884 0.335438099344956 0.340024330900243 0.333333333338862 NA
0.333353867366153 0.333692874419367 0.333406356332397 0.333339109924101 0.334507243887076 0.333418349438126 0.339606562763096 0.461070559610706 0.333333333388672 0.358139303270234
0.333339729891298 0.333426389609915 0.333335939982962 0.333337122128859 0.33654011338258 0.333393773166044 0.429803486724573 0.46654501216545 0.333333333460074 0.388657688997019
0.333354886584027 0.333534839967961 0.333349473808107 0.333352991697575 0.336053369982248 0.333394338137816 0.353518552742356 0.361313868613139 0.333333333371059 0.363190131677231
0.333385834164172 0.33359221758015 0.33335716143331 NA 0.335881578193896 0.333358462430294 0.338826259266104 NA 0.33333333333943 0.342559987479637
0.333336320915723 0.333584010778713 0.333369778353701 0.333356952523678 0.335566626581916 0.333373716668138 0.339206143863324 0.348540145985402 0.333333333514809 0.349246999736788
0.333346610734461 0.333493596380758 0.333340652229232 0.333342724298014 0.336024738017523 0.333520326842972 0.462350356270149 0.511557177615572 0.333333333522384 0.446848923319888
0.333378834640355 0.333793888435631 0.333434239344088 0.333399440538281 0.334192292275096 0.333462134750456 0.340273927596049 0.350973236009732 0.333333333371059 0.363474685390301
0.333511730597678 0.334350720770576 0.333590287362581 0.333517925156323 0.33379144476894 0.333428801415908 0.335119817655393 0.337591240875912 0.333333333340187 0.343200233334045
0.333597714432458 0.334816790053114 0.333660994379867 0.333586913427456 0.333533757086411 0.33341524209338 0.334421651368611 0.335766423357664 0.333333333337157 0.338789650781456
0.333417416340719 0.334059489170536 0.333495653557872 0.333443894553083 0.333734180839489 0.33364123080218 0.343867430542722 0.358880778588808 0.333333333382233 0.380832461887587
0.333346845078797 0.333534549897629 0.333350176519849 0.333342612104588 0.335738418370269 0.333347784463803 0.337655804020616 0.346715328467153 0.333333333347384 0.339643311920666
0.333367231638416 0.333863976878517 0.333387230641679 0.333356753423331 0.336626009276757 0.33336721949276 0.336546951682786 0.346107055961071 0.333333333346437 0.339501035064131
0.33340023607748 0.333868418498995 0.333438720103243 0.33338400030617 0.334707667640153 0.333346513277316 0.333699870633894 0.335158150851582 0.333333333335642 0.335090452511542
0.333360490577953 0.333728801404269 0.333372496542357 0.333352348836004 0.335709786405543 0.333394903109588 0.341824267438756 0.362530413625304 0.333333333363483 0.349460415021591
0.333375953389828 0.333958437214065 0.333397974880497 0.333366547264333 0.335795682299719 0.333424564127618 0.34100289533666 0.358272506082725 0.333333333361778 0.34889130759545
0.333432073011732 0.334169292037523 NA 0.333345603803751 0.335337570864113 0.333369479379848 NA 0.359489051094891 0.333333333337915 0.337295743787837
0.333487935499056 0.334399989398863 0.333677173568045 0.333349068149834 0.333877340663116 0.333359451130895 0.333421630834309 0.347931873479319 0.333333333335263 0.33516159093981
0.333390652691048 0.334052266852947 0.333436984663859 0.333354288883867 0.334822195499055 0.333486711022538 0.341434115690261 0.400243309002433 0.333333333368975 0.356716534704882
NA NA 0.333340892760051 0.333336754899325 0.33822939930138 0.33338981836364 0.37107538142467 0.469586374695864 NA NA
NA NA NA 0.335875815291071 0.335022619252133 0.339237276203844 NA 0.354622871046229 NA NA
NA NA NA 0.333685618565675 0.335022619252133 0.339293773381044 NA 0.492092457420925 NA NA
NA NA NA 0.335223947358485 0.333676916910038 0.336638406052642 NA 0.349209245742092 NA NA
NA NA NA 0.335134189396534 0.350798831815839 0.337259875001843 NA 0.353284671532847 NA NA
NA NA NA 0.33333426474889 0.344184847964267 0.333342643220678 NA 0.395377128953771 NA NA
NA NA NA 0.333718061998907 0.333361965298059 0.334177953985581 NA 0.353406326034063 NA NA
NA NA NA 0.333430127758033 0.333390597262784 0.334186428562161 NA 0.415450121654501 NA NA
NA NA NA 0.333345603803751 0.345186966729657 0.333351400283144 NA 0.346107055961071 NA NA
NA NA NA 0.338151089841481 0.334335452098723 0.333988688441961 NA 0.334002433090024 NA NA
NA NA NA 0.333767231977417 0.334621771745977 0.334005637595121 NA 0.347323600973236 NA NA
NA NA 0.333362920845417 0.333356387335589 0.341922922750959 0.333352134746448 0.33653668453151 0.340267639902676 NA NA
NA NA NA 0.334365066845896 0.340691748267766 0.334098857937501 NA 0.339720194647202 NA NA
NA NA NA 0.333842358342786 0.340691748267766 0.334118631949521 NA 0.347262773722628 NA NA
NA NA NA 0.333343848402335 0.334049132451469 0.333418349438126 NA 0.405717761557178 NA NA
NA NA NA 0.33801968361075 0.33347649315696 0.359237276932658 NA 0.385036496350365 NA NA
NA NA NA 0.335289070641229 0.33347649315696 0.359322022698458 NA 0.458029197080292 NA NA
NA NA NA 0.33335072801801 0.335996106052797 0.3334208918111 NA 0.378953771289538 NA NA
NA NA NA 0.334853051109303 0.334736299604879 0.334999987913841 NA 0.343065693430657 NA NA
NA NA NA 0.333632810386307 0.33479356353433 0.335112982268241 NA 0.388686131386861 NA NA
NA NA 0.333334480138587 0.333334623533897 0.351743686651778 0.33335309519846 0.386270765313456 0.438564476885645 NA NA
NA NA NA 0.336037163520831 0.333447861192235 0.341355920348846 NA 0.360705596107056 NA NA
NA NA NA 0.333897729793939 0.333505125121686 0.341384168937446 NA 0.467153284671533 NA NA
NA NA NA 0.333348411118681 0.33410639638092 0.333373434182252 NA 0.35705596107056 NA NA
NA NA NA 0.335130399443293 0.334192292275096 0.335790948394642 NA 0.345620437956204 NA NA
NA NA NA 0.343144526609223 0.333734180839489 0.338785298786244 NA 0.337956204379562 NA NA
NA NA NA 0.335105054449896 0.333734180839489 0.341299423171646 NA 0.375121654501217 NA NA
NA NA NA 0.333357195868552 0.342953673481074 0.33333897090416 NA 0.334914841849148 NA NA
NA NA NA 0.335113824948078 0.334163660310371 0.334378518964641 NA 0.338260340632603 NA NA
NA NA NA 0.334586274659313 0.334220924239821 0.334384168682361 NA 0.340632603406326 NA NA
NA NA NA 0.333343564723532 0.341576475977782 0.333359620622427 NA 0.355900243309002 NA NA
NA NA NA 0.333390102731893 0.333725591250072 0.33339829294022 NA 0.343430656934307 NA NA
NA NA NA 0.333412122282474 0.335088472771002 0.33344066582312 NA 0.345498783454988 NA NA
NA NA NA 0.333416072013822 0.335314665292332 0.33336863192219 NA 0.336727493917275 NA NA
NA NA NA NA 0.36162457767852 0.333362134746812 NA NA NA NA
NA NA NA 0.333503836031031 0.340935119967932 0.33342230424053 NA 0.337633819951338 NA NA
NA NA NA 0.333425831601621 0.341960144305102 0.333375411583454 NA 0.336995133819951 NA NA
NA NA NA 0.333404090173117 0.338630246807536 0.333582756223778 NA 0.365754257907543 NA NA
NA NA NA 0.334447260511109 0.363396896295024 0.337401117944843 NA 0.367153284671533 NA NA
NA NA NA 0.33393661973862 0.361965298058753 0.337655355242243 NA 0.400243309002433 NA NA
NA NA NA 0.333391293177819 0.333762812804215 0.333522869215946 NA 0.363321167883212 NA NA
NA NA NA 0.334154517790452 0.351657790757602 0.341242925994446 NA 0.423357664233577 NA NA
NA NA NA 0.333751059312732 0.351657790757602 0.337033886293043 NA 0.416058394160584 NA NA
NA NA NA 0.334006622494764 0.351657790757602 0.339604507855644 NA 0.420316301703163 NA NA
NA NA NA 0.334055779692704 0.351657790757602 0.338870044552044 NA 0.405109489051095 NA NA
NA NA NA 0.333777059366408 0.349653553226822 0.344519762272048 NA 0.569951338199513 NA NA
NA NA NA 0.333935753167967 0.34879459428506 0.343050835664847 NA 0.484793187347932 NA NA
NA NA NA 0.333833687589817 0.349080913932314 0.343841796145647 NA 0.530413625304136 NA NA
NA NA NA 0.334485239524584 0.349653553226822 0.349463265277051 NA 0.464720194647202 NA NA
NA NA NA 0.333345387658382 0.342781881692722 0.333776824027461 NA 0.666666666666667 NA NA
NA NA NA 0.333358192702964 0.341350283456451 0.334146880538121 NA 0.635644768856448 NA NA
NA NA NA 0.333350166927833 0.341922922750959 0.333923716688181 NA 0.654501216545012 NA NA
NA NA NA 0.334334948756385 0.349367233579568 0.351807898130853 NA 0.50669099756691 NA NA
NA NA NA 0.334139039830299 0.349367233579568 0.351949141073853 NA 0.550486618004866 NA NA
0.333333333333333 NA NA 0.333337416797376 0.347133940330986 0.33338699350478 NA 0.444038929440389 0.666666666666667 NA
0.333448501500704 0.334788590473491 0.333404031148253 0.334151960219595 0.355236786348279 0.337485863710643 0.666666666666667 0.380413625304136 0.333333333817839 0.666666666666667
NA NA NA 0.333802690012859 0.334593139781252 0.335336146118182 NA 0.372931873479319 NA NA
NA NA NA 0.3353661142882 0.342180610433488 0.382768351236474 NA 0.562043795620438 NA NA
NA NA NA 0.335132404947227 0.341865658821508 0.384745752438475 NA 0.602189781021898 NA NA
NA NA NA 0.333605300672938 0.356238905113669 0.334132756243821 NA 0.360401459854015 NA NA
NA NA NA 0.333855748674491 0.373217660195843 0.344124282031648 NA 0.527372262773723 NA NA
NA NA NA 0.333823540384912 0.3720437496421 0.344915242512448 NA 0.555352798053528 NA NA
NA NA NA 0.333671253897111 0.356038481360591 0.334446315577281 NA 0.36374695863747 NA NA
NA NA NA 0.334017515466385 0.354807306877398 0.343135581430647 NA 0.467761557177616 NA NA
NA NA NA 0.333952187450544 0.3549218347363 0.344237276386048 NA 0.498783454987835 NA NA
NA NA NA 0.3337636506755 0.350569776098036 0.335689253475682 NA 0.384306569343066 NA NA
NA NA NA 0.33404546233425 0.352516749699364 0.342570609658647 NA 0.454987834549878 NA NA
NA NA NA 0.333960793253355 0.352115902193209 0.344915242512448 NA 0.50669099756691 NA NA
NA 0.352028649676388 0.336056592334963 0.33384831006431 0.34230659107828 0.339915242330245 0.346916774471755 0.45316301703163 NA 0.374501141771774
NA 0.342745259429074 0.335477343349453 0.333667908846864 0.345513371127527 0.334564959649401 0.336295406476519 0.367396593673966 NA 0.347966508027972
NA 0.33962865066298 0.334821534006947 0.333728427829791 0.361109202313463 0.334991513337261 0.339405326598082 0.372262773722628 NA 0.363759239103371
NA 0.33941518669288 0.335099944940195 0.333847535785071 0.345513371127527 0.334395468117801 0.336449413745662 0.352189781021898 NA 0.353159613291504
NA 0.339645831538046 0.334481116893895 0.333615972366278 0.349573383725591 0.334081908784341 0.336742027557034 0.357664233576642 NA 0.346472601034353
NA NA NA 0.333476622044055 0.347935635343297 0.33351411215348 NA 0.344586374695864 NA NA
NA NA NA 0.333397006682273 0.333591021015862 0.33372880142684 NA 0.390875912408759 NA NA
NA NA NA 0.3340287822296 0.333533757086411 0.333813547192641 NA 0.339233576642336 NA NA
NA NA NA 0.333462877069973 0.335996106052797 0.334389818400081 NA 0.409367396593674 NA NA
NA NA NA NA 0.348909122143962 0.333537840967904 NA NA NA NA
NA NA NA NA 0.335709786405543 0.334680778862661 NA NA NA NA
NA NA NA 0.333427740085095 0.336969592853462 0.333506485034558 NA 0.349939172749392 NA NA
NA NA NA 0.333840843801001 0.347334364084063 0.335692078334542 NA 0.376520681265207 NA NA
NA NA NA 0.333725327990492 0.346618564965928 0.335864394725002 NA 0.393552311435523 NA NA
NA NA NA 0.333404537507215 0.338973830384241 0.333404507629712 NA 0.342092457420925 NA NA
NA NA NA 0.333532902362548 0.374649258432114 0.333824846628081 NA 0.355900243309002 NA NA
NA NA NA 0.333495788732865 0.370125408005497 0.333895468099581 NA 0.365267639902676 NA NA
NA NA 0.33352400144773 0.333724488234681 0.3549218347363 0.333759874874301 0.345818189285201 0.343004866180049 NA NA
NA NA 0.333492496670194 0.334034714959857 0.351314207180897 0.333605355094658 0.342779112507444 0.336380778588808 NA NA
NA NA 0.33339671177637 0.333411450859754 0.349195441791216 0.333813547192641 0.376003614037249 0.390389294403893 NA NA
NA NA 0.333544944764484 0.333769578517226 0.351371471110348 0.333901117817301 0.348384977104253 0.345012165450122 NA NA
NA NA 0.333490294766028 0.333728972210106 0.350970623604192 0.339661005032845 0.563995153904598 0.483576642335766 NA NA
NA NA 0.333574672057341 0.333910980915635 0.347849739449121 0.334200552856461 0.353621224255118 0.34683698296837 NA NA
NA NA 0.333380229227423 0.333424144742422 0.350140296627155 0.333703377697101 0.37754368672868 0.370985401459854 NA NA
NA NA 0.333339610299223 0.333345215813329 0.348221954990551 0.333435863563058 0.414300088297501 0.411192214111922 NA NA
NA NA 0.33351269713385 0.33510764675361 0.354692779018496 0.33370902741482 0.344996817183104 0.334720194647202 NA NA
NA NA 0.333361836552791 0.33338900767997 0.353347076676402 0.333810722333781 0.426312655290663 0.41301703163017 NA NA
NA NA 0.33347082319326 0.333709623987223 0.351600526828151 0.333759874874301 0.35074642189778 0.343430656934307 NA NA
NA NA 0.333420772632753 0.33464345039642 0.348909122143962 0.334293773198841 0.395613872974804 0.339659367396594 NA NA
NA NA 0.333431831021323 0.334076270291142 0.349739449120999 0.334720326886701 0.413376044682642 0.350304136253041 NA NA
NA NA 0.333428975114492 0.333526857889513 0.353175284888049 0.333431908760654 0.338867327871209 0.337518248175183 NA NA
NA NA 0.333805044733767 0.334556942677792 0.351113783427819 0.333536993510246 0.335468900798784 0.334294403892944 NA NA
NA NA 0.333540387213168 0.333781361116256 0.351800950581229 0.33363558108446 0.341362245631327 0.339111922141119 NA NA
NA NA 0.333346740863932 0.333357468165849 0.3515432628987 0.333402812714396 0.360808230148463 0.359367396593674 NA NA
NA NA 0.333448830648068 0.334681745423483 0.350827463780565 0.333957614994501 0.363888375531325 0.337086374695864 NA NA
NA NA 0.333400296574088 0.333543792104948 0.350884727710015 0.334025411607141 0.391712355489846 0.36374695863747 NA NA
NA NA 0.334545632146512 0.33355882447656 0.350884727710015 0.3334067675168 0.333333333333333 0.335790754257908 NA NA
NA NA 0.333643753746318 0.334773298336288 0.351772318616503 0.334375694105781 0.352286494589211 0.339537712895377 NA NA
NA NA 0.333658751382375 0.334397087626231 0.351715054687053 0.334449140436141 0.35269718064026 0.342639902676399 NA NA
NA NA 0.333408924585945 0.333494092644393 0.350627040027487 0.333416089551038 0.3392164110146 0.337566909975669 NA NA
NA NA 0.333462227072362 0.334448788284188 0.359617476951268 0.333779648886321 0.352799852153022 0.336490267639903 NA NA
NA NA 0.333449609834648 0.333912039373551 0.358128614785547 0.333861569793261 0.358960142918746 0.341362530413625 NA NA
NA NA 0.333374805384368 0.333421201704571 0.3532325488175 0.333373999154024 0.338507977576542 0.337068126520681 NA NA
NA NA 0.333420908446989 0.33465071607644 0.352831701311344 0.333725976567981 0.358549456867698 0.335535279805353 NA NA
NA NA 0.333412719927461 0.333904225207866 0.352860333276069 0.333765524592021 0.363991047044087 0.339902676399027 NA NA
NA NA 0.333365953025163 0.333417421375434 0.3498539769799 0.33340394265794 0.345099488695866 0.340632603406326 NA NA
NA NA 0.333387972860131 0.334162827803532 0.344614327435149 0.33371467713254 0.372512782603339 0.33706204379562 NA NA
NA NA 0.333382807159322 0.333681926215287 0.34541602244746 0.333785298604041 0.384628021109263 0.344951338199513 NA NA
NA NA 0.334312306462423 NA 0.355780793678062 0.333926541547041 0.336475081623853 NA NA NA
NA NA 0.352859906424572 NA 0.363396896295024 0.337853095362443 0.334318979855849 NA NA NA
NA NA 0.333736769679808 NA 0.365487029719979 0.337005637704443 0.385346721698598 NA NA NA
NA NA 0.333433705448172 NA 0.361822138235126 0.333983038724241 0.369945994784287 NA NA NA
NA NA 0.333441760057402 NA 0.353976979900361 0.33344631554084 0.338939197930142 NA NA NA
NA NA 0.333333885316659 NA 0.351027887533643 0.333334422881396 0.337091110700425 NA NA NA
NA NA 0.333353493179648 NA 0.343784000458111 0.33340111779908 0.351465122487115 NA NA NA
NA NA NA NA 0.341808394892057 0.333333333333333 NA NA NA NA
NA NA 0.333389003207851 NA 0.358014086926645 0.33354518560094 0.354545267869977 NA NA NA
NA NA 0.333334272133373 NA 0.341293019527 0.333334422881396 0.336269738598329 NA NA NA
NA NA 0.333490999857692 NA 0.346847620683731 0.333813547192641 0.350438407359494 NA NA NA
NA NA NA NA 0.349424497509019 0.333333598022609 NA NA NA NA
