X4He.84Kr X4He.130Xe X4He.20Ne X4He.36Ar R.Ra X4He X20Ne X36Ar X84Kr X130Xe
0.000150787950917224 0.00176205877611615 0.000122395824341827 NA 0.0287321766019584 0.00175423732009839 0.123910968814457 NA 2.34659090909212e-10 0.178995706233952
5.64493347913251e-05 0.000119975183669224 NA NA 0.013958082803642 0.000147881358626652 NA NA 5.28409090909363e-11 0.22161373152775
NA NA 0.000378808592544632 NA 0.0200996392372445 0.00275847462653153 0.0629560077579041 NA NA NA
NA NA NA NA 0.00429479470881292 0.000253389835125323 NA NA NA NA
NA NA NA 0.000987095633745591 0.0010307507301151 0.000269915259155236 NA 0.00386508659981768 NA NA
NA NA NA 8.18504332397897e-05 0.022934203745061 6.22881367281313e-05 NA 0.0107566089334549 NA NA
NA NA NA 0.000240911252479233 0.00365057550249098 0.000135169493988258 NA 0.00793072014585232 NA NA
NA NA NA 5.10674151927344e-05 0.055188112008246 2.75000005010593e-05 NA 0.00761166818596171 NA NA
NA NA NA NA 0.00030922521903453 0.000166101697941683 NA NA NA NA
NA NA NA NA 0.00257687682528775 0.000175423732009839 NA NA NA NA
NA NA NA NA 0 0.0050000000911017 NA NA NA NA
0.0366440265075664 0.500026813937897 NA 0.00939553884583593 0.000192175944854836 0.00423728821279805 NA 0.00638103919781222 2.33238636363756e-12 0.00152359440425328
0.165715422792396 0.174301522958288 NA 0.0284494288129158 0.000132403049304243 0.00422457634815965 NA 0.00209662716499544 5.1420454545481e-13 0.00435769308629085
0.0226638418079096 0.0471329441707978 NA 0.0136662383212159 0.000201037914447689 0.00335169497632326 NA 0.00346399270738377 2.98295454545608e-12 0.0127854075881394
0.0370947836103339 0.070395247813381 NA 0.0834428974420394 0.000278708542346676 0.00538135603025352 NA 0.000911577028258888 2.92613636363787e-12 0.0137443131572499
NA 0.334370448600918 NA 0.00581047547672979 0.000415145383095688 0.00550847467663746 NA 0.0134001823154057 NA 0.00296195275791896
0.0440264572137246 NA NA 0.0303548178096238 0.000322169296512627 0.00762711878303649 NA 0.00355515041020966 3.49431818181998e-12 NA
NA NA NA NA 0.000128843841264388 0.00538135603025352 NA NA NA NA
NA NA NA NA 0.5 2.07627122427104e-05 NA NA NA NA
NA NA NA NA 0.000171791788352517 0.00134745765166978 NA NA NA NA
NA NA NA NA 0.000343583576705034 0.00208474580069664 NA NA NA NA
7.59715802088685e-05 NA 9.9488944089207e-05 4.32257031893385e-05 0.00362180037794193 0.00105932205319951 0.0920481482621679 0.346399270738377 2.81250000000145e-10 NA
0.00109057203389831 NA 0.00044907050161211 0.00114323339802479 0.00150618450438069 0.00036864407451343 0.007096019456331 0.00455788514129444 6.81818181818532e-12 NA
0.00010228813559322 NA 0.000126065626512887 5.72795984866955e-05 0.00307679092939357 0.00144067799235134 0.098820921712896 0.355515041020966 2.84090909091055e-10 NA
0.0117649843764795 NA 0.0121954200801076 0.0130092076326959 0.00128199622058066 0.296610174895863 0.210879536988579 0.321786690975387 5.08522727272989e-10 NA
0.0449916017712629 NA NA 0.0231931833047558 0.000109087785603848 0.0703389843324476 NA 0.0428441203281677 3.15340909091071e-11 NA
0.0027392952720785 NA 0.00301401096256336 0.0028362097798398 0.000160195842638722 0.0733050860814062 0.210879536988579 0.365542388331814 5.39772727273005e-10 NA
9.5845207739613e-05 NA 6.27670893956909e-05 4.30056450637768e-05 0.00112180037794193 0.00015254237566073 0.0210879536988579 0.0501367365542388 3.21022727272892e-11 NA
0.000140395480225989 NA 0.000126893783519444 0.000115807567397225 0.00269240680295482 0.00207627122427104 0.141458609118616 0.253418413855971 2.98295454545608e-10 NA
0.100849299926308 NA 0.0315066776629355 0.0460578512652517 0.00034916680982649 0.032669492120673 0.00895853215528122 0.0100273473108478 6.53409090909427e-12 NA
0.00230555995564708 NA 0.00198471790471467 0.00186423932368741 0.000512798488232263 0.034745763344944 0.151309915956039 0.263445761166819 3.03977272727429e-10 NA
0.000121554528334189 NA 9.18284834964329e-05 9.25395335795592e-05 0.000833190173509706 0.00169491528511922 0.160083736108118 0.258887876025524 2.81250000000145e-10 NA
0.500000000000002 NA 0.500000746223542 0.500000353963716 0.000480587527916166 0.50000000911017 0.00865067881661177 0.0141294439380128 2.01704545454649e-11 NA
0.12271409455843 NA 0.068983153822551 0.0327201282882958 3.52173166122659e-05 0.0656779672983697 0.008235076809408 0.0282588878760255 1.07954545454601e-11 NA
6.54270199111404e-05 0.000899823533935879 6.07495694648937e-05 4.59921481963997e-05 0.00416595086754853 9.49152559666763e-05 0.0135147615675892 0.0291704649042844 2.92613636363787e-11 0.0189650212557401
0.000141398305084746 0.00113281355611571 0.000213357341091137 0.000185282654162639 0.00193265761896581 5.97457638004525e-05 0.00241664870855524 0.00455788514129444 8.52272727273166e-12 0.00948251062787006
0.000193745762711864 0.00135436674556379 0.000166040747346226 0.000126938329022063 0.001331386359732 4.09322041356292e-05 0.00212418803681926 0.00455788514129444 4.26136363636583e-12 0.00543379822495925
9.39131928538708e-05 0.00103882929212645 9.29279756649075e-05 7.40361409798522e-05 0.00231918914275898 0.00019576271543127 0.018163346981498 0.0373746581586144 4.20454545454762e-11 0.0338813301085694
2.4811532979582e-06 5.82041211959991e-05 1.49244708360664e-06 1.46929390217638e-06 0.00738704689915822 3.44915260521761e-05 0.200104670135148 0.331814038286235 2.80397727272871e-10 0.106545063234495
4.22439971751414e-05 0.000312945353123133 5.0942162054856e-05 4.42838684062477e-05 0.00481017007387047 1.42796612771294e-05 0.00241664870855524 0.00455788514129444 6.81818181818532e-12 0.00820396986905612
3.8763037809648e-05 0.000337377246784436 6.29012540579231e-05 3.14436115239056e-05 0.0038223672908435 1.41949155128735e-05 0.00195486870055106 0.00638103919781222 7.38636363636743e-12 0.00756469948964915
4.31021838331161e-06 9.2644098474563e-05 2.67145886038663e-06 2.60365884517131e-06 0.00554028517436867 6.31355943706909e-05 0.204722470215189 0.342752962625342 2.95454545454697e-10 0.122526822719669
2.22365512159175e-06 5.36278757948394e-05 5.79084223935978e-05 7.07927432172722e-07 0.00476722212678234 6.48305096558101e-06 0.000968198750115445 0.129443938012762 5.88068181818484e-11 0.021735192899837
7.09140435835352e-05 0.000593616738357971 9.3613868264964e-05 1.52154475256958e-05 0.00171791788352517 5.59322044089342e-05 0.00517193608964689 0.0519598906107566 1.59090909090991e-11 0.0169406650542847
0.000149453253143794 NA 0.000153633278639999 8.43189383381651e-05 0.00167496993643704 6.52542384770899e-05 0.00367884739710002 0.0109389243391067 8.80681818182271e-12 NA
3.08010492332525e-05 0.000592910582708785 0.000111026782205191 9.3728074499803e-06 0.0017608658306133 0.000127542375205221 0.00992827017209002 0.192342752962625 8.35227272727702e-11 0.0386758579541217
9.59483694965775e-06 0.000193204805052115 5.40241569093778e-06 6.39111669724258e-06 0.00481017007387047 9.06779677538782e-05 0.145152849182649 0.200546946216955 1.90625000000098e-10 0.0843836900817201
3.23298760435112e-05 0.000355871618177736 2.57031231110696e-05 3.01954529201954e-05 0.00408005497337227 9.15254253964378e-05 0.0307853338669458 0.0428441203281677 5.71022727273021e-11 0.0462405574437708
7.87512462612164e-05 0.000441933420901918 3.72345437045942e-05 NA 0.0038223672908435 3.77118650939026e-05 0.00875842748514608 NA 9.65909090909588e-12 0.0153424891057673
4.48137358757061e-06 0.000429623878916641 5.61598960464031e-05 3.61366878685997e-05 0.00334993987287408 6.05932214430121e-05 0.00932795616168457 0.0237010027347311 2.72727272727413e-10 0.0253577250498098
1.99161016949153e-05 0.000294009555082266 1.24707745464819e-05 1.47943644812134e-05 0.00403710702628414 0.000280508479687231 0.193947603361758 0.268003646308113 2.84090909091055e-10 0.171537551807537
6.82519605363015e-05 0.000744423481353023 0.000152851237320156 9.98686646550393e-05 0.00128843841264388 0.000193220342503591 0.0109287935227658 0.0273473108477666 5.71022727273021e-11 0.0466667376967088
0.000267595896520963 0.00157962719116826 0.000386922915720009 0.000277595465899698 0.000687167153410067 0.000143220341592574 0.00320167472216236 0.0072926162260711 1.07954545454601e-11 0.0163013946748777
0.000396571648690293 0.00227869362351699 0.000492983283359628 0.000381077799341597 0.000300635629616904 0.000122881358171143 0.0021549733706862 0.00455788514129444 6.25000000000321e-12 0.00969560075433905
0.000126124511082138 0.00114280321830645 0.000244972420509633 0.000166549639652676 0.000601271259233809 0.000461864415194987 0.0163162269494813 0.0391978122151322 7.38636363636743e-11 0.0726637331259256
2.02676181980375e-05 0.000355436536012399 2.67571891505041e-05 1.46260744606309e-05 0.00360762755540285 2.1694915649526e-05 0.00700366345473017 0.0209662716499544 2.15909090909202e-11 0.010974141513153
5.08474576271186e-05 0.000849550507641022 8.23382889431469e-05 3.58380375586226e-05 0.00493901391513486 5.08474585535766e-05 0.00534125542591509 0.0200546946216955 2.01704545454649e-11 0.010761051386684
0.00010035411622276 0.000856212581066327 0.00015957236602182 7.67083328847095e-05 0.0020615014602302 1.97881359537669e-05 0.00107286888526306 0.00364630811303555 3.97727272727477e-12 0.00415525746614531
4.07358669333616e-05 0.000646798170029046 6.02371729458369e-05 2.92311612454317e-05 0.00356467960831472 9.23728830389974e-05 0.0132530862297202 0.0446672743846855 4.57386363636599e-11 0.0256773602395133
6.39300847457627e-05 0.000991233412402468 9.84546231175488e-05 5.05287886616233e-05 0.00369352344957911 0.000136864409273377 0.0120216728750423 0.0382862351868733 4.31818181818404e-11 0.0248249997336373
0.000148109517601043 0.00130749868604561 NA 1.91136200290753e-05 0.00300635629616904 5.4237289123815e-05 NA 0.0401093892433911 7.38636363636743e-12 0.00745815442641465
0.000231903248587571 0.00165352617034088 0.000517252029405971 2.43101354752398e-05 0.000816010994674455 3.91949159683819e-05 0.000655727611365945 0.0227894257064722 3.40909090909266e-12 0.0042618025293798
8.59790365744872e-05 0.00113197032289982 0.000156969210831183 3.21412309796614e-05 0.00223329324858272 0.000230084749954934 0.0126681648862482 0.101185050136737 5.39772727273005e-11 0.0365449566894318
NA NA 1.28315702375595e-05 5.84027278691741e-06 0.00734409895207009 8.4745764255961e-05 0.0571067943231844 0.20510483135825 NA NA
NA NA NA 0.00381442816419976 0.00253392887819962 0.00885593236474792 NA 0.03281677301732 NA NA
NA NA NA 0.000529135401855956 0.00253392887819962 0.00894067812900388 NA 0.238833181403829 NA NA
NA NA NA 0.00283662695753329 0.00051537536505755 0.00495762720897372 NA 0.0247037374658159 NA NA
NA NA NA 0.00270199010992064 0.0261982477237588 0.00588983061578929 NA 0.0308113035551504 NA NA
NA NA NA 2.1050497786577e-06 0.016277271946401 1.39830511022336e-05 NA 0.0938924339106654 NA NA
NA NA NA 0.000577800517253425 4.29479470881292e-05 0.00126694917562662 NA 0.0309936189608022 NA NA
NA NA NA 0.000145899461696145 8.58958941762584e-05 0.00127966104026501 NA 0.123974475843209 NA NA
NA NA NA 1.91136200290753e-05 0.0177804500944855 2.71186445619075e-05 NA 0.0200546946216955 NA NA
NA NA NA 0.00722733757371995 0.00150317814808452 0.000983050865369147 NA 0.00191431175934366 NA NA
NA NA NA 0.00065155543280423 0.00193265761896581 0.00100847459464594 NA 0.0218778486782133 NA NA
NA NA 4.58736489724815e-05 3.52889063354494e-05 0.0128843841264388 2.8220339497235e-05 0.00532586275898162 0.0113035551504102 NA NA
NA NA NA 0.00154830710068751 0.0110376224016492 0.00114830510566827 NA 0.0104831358249772 NA NA
NA NA NA 0.00076424490108211 0.0110376224016492 0.00117796612315786 NA 0.0217866909753874 NA NA
NA NA NA 1.64805197681864e-05 0.00107369867720323 0.000127542375205221 NA 0.109389243391067 NA NA
NA NA NA 0.00703022836716395 0.000214739735440646 0.0388559329113581 NA 0.0783956244302644 NA NA
NA NA NA 0.00293431181249518 0.000214739735440646 0.038983051557742 NA 0.187784867821331 NA NA
NA NA NA 2.67999359763386e-05 0.00399415907919601 0.000131355934596739 NA 0.0692798541476755 NA NA
NA NA NA 0.00228028297761145 0.00210444940731833 0.00250000004555085 NA 0.0154968094804011 NA NA
NA NA NA 0.00044992318888068 0.00219034530149459 0.00266949157406277 NA 0.0838650865998177 NA NA
NA NA 3.21265239700304e-06 2.64322690800521e-06 0.0276155299776671 2.96610174895863e-05 0.0798879413847243 0.158614402917046 NA NA
NA NA NA 0.00405645033750487 0.000171791788352517 0.0120338985243465 NA 0.0419325432999088 NA NA
NA NA NA 0.000847302019013201 0.000257687682528775 0.0120762714064744 NA 0.201458523245214 NA NA
NA NA NA 2.33245894424598e-05 0.00115959457137949 6.01694926217323e-05 NA 0.0364630811303555 NA NA
NA NA NA 0.00269630518408272 0.00128843841264388 0.0036864407451343 NA 0.0193254329990884 NA NA
NA NA NA 0.0147174874228479 0.000601271259233809 0.00817796625070023 NA 0.00783956244302644 NA NA
NA NA NA 0.00265828772090107 0.000601271259233809 0.0119491527600905 NA 0.0635369188696445 NA NA
NA NA NA 3.65017049206977e-05 0.0144305102216114 8.4745764255961e-06 NA 0.003281677301732 NA NA
NA NA NA 0.00267144345886088 0.00124549046555575 0.00156779663873528 NA 0.00829535095715588 NA NA
NA NA NA 0.00188011858591431 0.001331386359732 0.00157627121516087 NA 0.0118505013673655 NA NA
NA NA NA 1.60550018651112e-05 0.0123647139666724 3.94491532611498e-05 NA 0.0347310847766636 NA NA
NA NA NA 8.58619649889909e-05 0.00058838687510737 9.74576288943551e-05 NA 0.0160437556973564 NA NA
NA NA NA 0.000118891267477763 0.00263270915650232 0.000161016952086326 NA 0.0191431175934366 NA NA
NA NA NA 0.000124815860305318 0.00297199793849854 5.29661026599756e-05 NA 0.00599817684594348 NA NA
NA NA NA NA 0.0424368665177804 4.32203397705401e-05 NA NA NA NA
NA NA NA 0.000256461792922833 0.0114026799518983 0.000133474578703139 NA 0.00735642661804923 NA NA
NA NA NA 0.000139455231641328 0.0129402164576533 6.31355943706909e-05 NA 0.00639927073837739 NA NA
NA NA NA 0.000106843111970888 0.0079453702113039 0.000374152549190068 NA 0.0494986326344576 NA NA
NA NA NA 0.00167159751122698 0.0450953444425356 0.00610169502642919 NA 0.0515952597994531 NA NA
NA NA NA 0.000905636894738414 0.0429479470881292 0.00648305096558101 NA 0.101185050136737 NA NA
NA NA NA 8.76476326131656e-05 0.000644219206321938 0.000284322039078749 NA 0.0458523245214221 NA NA
NA NA NA 0.00123248374110239 0.0274866861364027 0.0118644069958345 NA 0.135824977210574 NA NA
NA NA NA 0.000627296452949961 0.0274866861364027 0.00555084755876544 NA 0.124886052871468 NA NA
NA NA NA 0.00101064095461895 0.0274866861364027 0.00940677983241167 NA 0.13126709206928 NA NA
NA NA NA 0.00108437669932833 0.0274866861364027 0.00830508489708417 NA 0.108477666362808 NA NA
NA NA NA 0.000666296505854813 0.0244803298402336 0.0167796613226803 NA 0.355515041020966 NA NA
NA NA NA 0.000904337039678922 0.0231918914275898 0.0145762714520253 NA 0.227894257064722 NA NA
NA NA NA 0.00075123878083662 0.0236213708984711 0.0157627121516087 NA 0.296262534184139 NA NA
NA NA NA 0.00172856599110972 0.0244803298402336 0.0241949156950769 NA 0.197812215132179 NA NA
NA NA NA 1.87894022042834e-05 0.0141728225390826 0.000665254249409294 NA 0.500455788514129 NA NA
NA NA NA 3.79969554798828e-05 0.0120254251846762 0.00122033900528584 NA 0.453965360072926 NA NA
NA NA NA 2.59583013069354e-05 0.0128843841264388 0.000885593236474792 NA 0.482224247948952 NA NA
NA NA NA 0.00150312999840319 0.0240508503693523 0.0277118649116992 NA 0.260711030082042 NA NA
NA NA NA 0.00120926681730776 0.0240508503693523 0.0279237293223391 NA 0.326344576116682 NA NA
3.24778505392911e-15 NA NA 6.83311916060795e-06 0.0207009104964783 8.05084760431629e-05 NA 0.166818596171376 0.500000000000257 NA
0.000172752251059322 0.0022363965225082 0.000107539011194147 0.00122864738753239 0.0328551795224188 0.00622881367281313 0.500261675337869 0.0714676390154968 7.27272727273101e-10 0.500761797202127
NA NA NA 0.000704742448314832 0.00188970967187768 0.00300423734287382 NA 0.0602552415679125 NA NA
NA NA NA 0.00304987720114014 0.0132709156502319 0.0741525437239658 NA 0.343664539653601 NA NA
NA NA NA 0.00269931343785492 0.0127984882322625 0.0771186454729245 NA 0.403828623518687 NA NA
NA NA NA 0.000408658648038965 0.0343583576705033 0.00119915256422185 NA 0.0414767547857794 NA NA
NA NA NA 0.000784330384420744 0.059826490293764 0.0161864409728885 NA 0.291704649042844 NA NA
NA NA NA 0.000736017984253261 0.0580656244631507 0.017372881672472 NA 0.333637192342753 NA NA
NA NA NA 0.000507588414263235 0.0340577220408864 0.00166949155584243 NA 0.0464904284412033 NA NA
NA NA NA 0.00102698040048306 0.0322109603160969 0.0147033900984092 NA 0.202370100273473 NA NA
NA NA NA 0.000928988446092208 0.0323827521044494 0.0163559325014005 NA 0.248860528714676 NA NA
NA NA NA 0.0006461834837319 0.0258546641470538 0.00353389836947357 NA 0.0773017319963537 NA NA
NA NA NA 0.0010689006726037 0.0287751245490466 0.0138559324558496 NA 0.183226982680036 NA NA
NA NA NA 0.000941897141170174 0.0281738532898127 0.017372881672472 NA 0.260711030082042 NA NA
NA 0.0280950985052222 0.00408637485304754 0.000773172477047385 0.0134598866174197 0.00987288153581945 0.0208878490287227 0.18049225159526 NA 0.0631812224980556
NA 0.014170759907 0.00321750267153085 0.000502570842445721 0.0182700566912902 0.00184745766077995 0.00496413508604501 0.0519598906107566 NA 0.0234399139115889
NA 0.00949609746352056 0.00223379012591331 0.000593349252570912 0.0416638034701941 0.00248728818091245 0.00962657390019395 0.0592525068368277 NA 0.0470929179496468
NA 0.00917591867979964 0.00265140590251427 0.000772011059010995 0.0182700566912902 0.00159322036801207 0.0051950250900471 0.0291704649042844 NA 0.031217703527707
NA 0.00952186739405862 0.00172316521841614 0.000424666176716723 0.0243600755883869 0.00112288137639148 0.00563371609765108 0.0373746581586144 NA 0.0212024675836645
NA NA NA 0.000215640841357039 0.0219034530149459 0.000271186445619075 NA 0.0177757520510483 NA NA
NA NA NA 9.6217883226926e-05 0.000386531523793163 0.000593220349791727 NA 0.0871467639015497 NA NA
NA NA NA 0.00104388053334068 0.000300635629616904 0.000720338996175668 NA 0.0097538742023701 NA NA
NA NA NA 0.000195023394829725 0.00399415907919601 0.00158474579158647 NA 0.11485870556062 NA NA
NA NA NA NA 0.0233636832159423 0.000306779666606579 NA NA NA NA
NA NA NA NA 0.00356467960831472 0.00202118647750467 NA NA NA NA
NA NA NA 0.0001423179548243 0.00545438928019241 0.00025974576744452 NA 0.0257976298997265 NA NA
NA NA NA 0.000761973090012599 0.0210015461260952 0.00353813565768637 NA 0.0656335460346399 NA NA
NA NA NA 0.000588699496913916 0.0199278474488919 0.00379661023866705 NA 0.0911577028258888 NA NA
NA NA NA 0.000107514112643016 0.00846074557636145 0.000106779662962511 NA 0.0140382862351869 NA NA
NA NA NA 0.000300061259333405 0.0619738876481704 0.00073728814902686 NA 0.0347310847766636 NA NA
NA NA NA 0.000244390854219803 0.055188112008246 0.000843220354346812 NA 0.0487693710118505 NA NA
NA NA 0.000287494191834927 0.000587439864090519 0.0323827521044494 0.000639830520132505 0.0192408336668411 0.0154056517775752 NA NA
NA NA 0.00024023709606018 0.0010527796224264 0.0269713107713451 0.000408050854892452 0.0146846042545331 0.00547857793983592 NA NA
NA NA 9.65599697556301e-05 0.000117884134110384 0.0237931626868236 0.000720338996175668 0.0644952744512514 0.0864175022789426 NA NA
NA NA 0.000318909120081789 0.000655075240026614 0.0270572066655214 0.000851694930772408 0.0230890004002093 0.0184138559708295 NA NA
NA NA 0.000236934244740407 0.000594165822465672 0.0264559354062876 0.00949152559666763 0.34633500600314 0.226071103008204 NA NA
NA NA 0.000363499992817524 0.000867178687486532 0.0217746091736815 0.001300847481329 0.0309392605362805 0.0211485870556062 NA NA
NA NA 7.18361832334683e-05 0.00013692494463325 0.0252104449407318 0.000555084755876544 0.0668041744912724 0.057338195077484 NA NA
NA NA 1.09078818662005e-05 1.8531634807611e-05 0.0223329324858272 0.000153813562124569 0.121909922113105 0.117593436645397 NA NA
NA NA 0.000270537746321802 0.00266217617371951 0.0320391685277444 0.00056355933230214 0.0180094203121633 0.00298997265268915 NA NA
NA NA 4.42472124600643e-05 8.42193882676909e-05 0.0300206150146023 0.00071610170796287 0.139919342425269 0.120328167730173 NA NA
NA NA 0.000207726929178529 0.000565143508687406 0.0274007902422264 0.000639830520132505 0.0266293137949081 0.0160437556973564 NA NA
NA NA 0.000132651200465543 0.00196588213085991 0.0233636832159423 0.00144067799235134 0.0938952682941846 0.0103919781221513 NA NA
NA NA 0.000149238758563648 0.00111511257522637 0.024609173681498 0.00208050851248384 0.120524582089093 0.0263445761166819 NA NA
NA NA 0.000144954904711803 0.000290994556199992 0.0297629273320735 0.000147881358626652 0.00881999815287997 0.00718322698268004 NA NA
NA NA 0.000709058491727879 0.00183612064478012 0.0266706751417282 0.000305508480142739 0.00372502539790044 0.00235186873290793 NA NA
NA NA 0.000312072803309887 0.000672749126060116 0.0277014258718433 0.000453389838769391 0.0125604162177139 0.00957155879671832 NA NA
NA NA 2.16037129667347e-05 3.69101505777843e-05 0.0273148943480502 0.000104237290034832 0.0417141273897115 0.0399270738377393 NA NA
NA NA 0.000174738160624874 0.00202332463078913 0.0262411956708469 0.000936440695028369 0.0463319274697534 0.00653600729261623 NA NA
NA NA 0.000101937158307218 0.000316395861370171 0.0263270915650232 0.00103813561213552 0.0880460548594649 0.0464904284412033 NA NA
NA NA 0.00181993795291308 0.000338944402825663 0.0263270915650232 0.000110169493532749 0.000523350675738078 0.0045943482224248 NA NA
NA NA 0.000467122371631682 0.00216065390277825 0.0276584779247552 0.00156355935052248 0.028938213834929 0.0102096627164995 NA NA
NA NA 0.000489618792142765 0.00159633823718676 0.0275725820305789 0.00167372884405523 0.029553920512268 0.0148587055606199 NA NA
NA NA 0.000114879156777403 0.000241846723312306 0.02594056004123 0.000124152544634983 0.00934334882861805 0.00725615314494075 NA NA
NA NA 0.000194832767076356 0.0016738891692225 0.0394262154269026 0.000669491537622092 0.0297078471816027 0.00564266180492252 NA NA
NA NA 0.000175906938750786 0.000868766373235991 0.0371929221783199 0.000792372895793235 0.0389434473416864 0.0129443938012762 NA NA
NA NA 6.37004307931728e-05 0.000132510390982445 0.0298488232262498 6.10169502642919e-05 0.00828125481020842 0.00650865998176846 NA NA
NA NA 0.000132854921515386 0.00197678064317447 0.029247551967016 0.000588983061578929 0.0383277406643475 0.00421148587055606 NA NA
NA NA 0.000120572160554624 0.00085704513300654 0.0292904999141041 0.000648305096558101 0.0464858541390881 0.0107566089334549 NA NA
NA NA 5.04219118037375e-05 0.000126839901291411 0.0247809654698505 0.000105932205319951 0.018163346981498 0.0118505013673655 NA NA
NA NA 8.34516149608652e-05 0.0012449487518978 0.0169214911527229 0.000572033908727737 0.0592617676938706 0.00649954421148587 NA NA
NA NA 7.57030753104004e-05 0.000523596880195271 0.0181240336711905 0.000677966114047688 0.0774251146753687 0.0183226982680036 NA NA
NA NA 0.00146994994911992 NA 0.0336711905170933 0.00088983052468759 0.00523350675738078 NA NA NA
NA NA 0.0292913083703762 NA 0.0450953444425356 0.00677966114047688 0.00200104670135148 NA NA NA
NA NA 0.000606646063634987 NA 0.0482305445799691 0.00550847467663746 0.0785026013607118 NA NA NA
NA NA 0.000152050394641742 NA 0.0427332073526885 0.000974576288943551 0.0554136009605024 NA NA NA
NA NA 0.000164132290455229 NA 0.0309654698505411 0.000169491528511922 0.00892774682141428 NA NA NA
NA NA 2.32042083641601e-06 NA 0.0265418313004638 1.65254240299124e-06 0.00615706677338916 NA NA NA
NA NA 3.173217142378e-05 NA 0.0156760006871672 0.000101694917107153 0.0277068004802512 NA NA NA
NA NA NA NA 0.0127125923380862 1.82203393150316e-08 NA NA NA NA
NA NA 8.49971342338586e-05 NA 0.0370211303899674 0.000317796615959854 0.0323246005602931 NA NA NA
NA NA 2.90064504146034e-06 NA 0.0119395292904999 1.65254240299124e-06 0.00492565341871133 NA NA NA
NA NA 0.000237991880658052 NA 0.020271431025597 0.000720338996175668 0.0261675337869039 NA NA NA
NA NA NA NA 0.0241367462635286 4.15254244854209e-07 NA NA NA NA
