"Rc/Ra" "d37Cl" "d81Br" 
0.768216 0.736130 0.688216 
0.636338 0.250474 0.251665 
0.749807 0.752490 0.680358 
0.152950 0.464219 0.542469 
0.640137 0.219113 0.158149 
0.230809 0.483144 0.522348 
0.749646 0.766194 0.663723 
0.759293 0.730166 0.714452 
0.138504 0.487450 0.533880 
0.622641 0.207121 0.235201 
0.170230 0.485578 0.533615 
0.633150 0.251072 0.213279 
0.737563 0.750465 0.701308 
0.606833 0.270252 0.160379 
0.160625 0.493334 0.578037 
0.763912 0.732067 0.645385 
0.166610 0.445017 0.498608 
0.631607 0.264950 0.136960 
0.701437 0.719417 0.669356 
0.597694 0.205743 0.139278 
0.152227 0.535165 0.523755 
0.744236 0.708985 0.692850 
0.157593 0.527600 0.496914 
0.683210 0.703334 0.676404 
0.646486 0.229828 0.213813 
0.651759 0.248847 0.145399 
0.685237 0.751052 0.638370 
0.186321 0.438966 0.513977 
0.581297 0.213614 0.171977 
0.745527 0.747719 0.690244 
0.230695 0.522936 0.513779 
0.607117 0.229729 0.221229 
0.746641 0.714246 0.724311 
0.136019 0.528658 0.516811 
0.689688 0.780702 0.634212 
0.661260 0.244074 0.204780 
0.129737 0.535476 0.507870 
0.735625 0.746414 0.668696 
0.606766 0.209138 0.202247 
0.223696 0.498762 0.541116 
0.672355 0.806193 0.715745 
0.122828 0.493222 0.539547 
0.667924 0.260348 0.175823 
0.660765 0.672802 0.209532 
0.674222 0.296925 0.709862 
0.247910 0.387789 0.590664 
0.227096 0.574436 0.460915 
0.568209 0.190080 0.155472 
0.617910 0.703336 0.316322 
0.753804 0.623305 0.663150 
0.157072 0.506614 0.563387 
0.744450 0.619449 0.656621 
0.656668 0.676377 0.277757 
0.528856 0.276713 0.306129 
0.149313 0.500789 0.498350 
0.645152 0.266656 0.149670 
0.714749 0.786582 0.730614 
0.188367 0.471500 0.564805 
0.658463 0.251426 0.263794 
0.135370 0.514153 0.501284 
0.692017 0.794991 0.657976 
0.157290 0.495793 0.584224 
0.688600 0.710457 0.628357 
0.657889 0.248266 0.168358 
0.156201 0.553036 0.509032 
0.638223 0.218535 0.265489 
0.712343 0.730129 0.717569 
0.663068 0.245319 0.165569 
0.158976 0.508426 0.586942 
0.749848 0.753291 0.633578 
0.721815 0.780366 0.703687 
0.181800 0.475712 0.509337 
0.673305 0.576349 0.224412 
0.640629 0.256955 0.571897 
0.198176 0.474773 0.519203 
0.729626 0.779265 0.695408 
0.667482 0.262596 0.195494 
0.744734 0.737889 0.640452 
0.630624 0.258731 0.153741 
0.198803 0.478164 0.545437 
0.154329 0.519819 0.521246 
0.599705 0.197781 0.244133 
0.756642 0.751238 0.691324 
0.635440 0.252992 0.227884 
0.137765 0.459757 0.571295 
0.749124 0.741425 0.688052 
0.709537 0.752655 0.687899 
0.127253 0.538350 0.520502 
0.629545 0.236724 0.139162 
0.727211 0.775420 0.708371 
0.137652 0.432237 0.572232 
0.666481 0.297372 0.183259 
0.614249 0.251600 0.226538 
0.141113 0.554636 0.509363 
0.742917 0.770810 0.674324 
0.663162 0.250843 0.295709 
0.573392 0.744228 0.287774 
0.152885 0.507359 0.536284 
0.732720 0.637585 0.653202 
0.661857 0.301761 0.241813 
0.131473 0.427799 0.481187 
0.696211 0.799616 0.666094 
0.161448 0.538921 0.522058 
0.617622 0.239142 0.155218 
0.706333 0.695194 0.713566 
0.634239 0.228048 0.235123 
0.135793 0.467482 0.575216 
0.723959 0.724274 0.661183 
0.155663 0.522196 0.548765 
0.218511 0.379996 0.438255 
0.666695 0.263319 0.187122 
0.728369 0.742749 0.628540 
0.759635 0.715802 0.684479 
0.154911 0.515566 0.508686 
0.593838 0.198837 0.182478 
0.734826 0.725948 0.663725 
0.156667 0.468340 0.519761 
0.665212 0.260177 0.188102 
0.128565 0.419179 0.518087 
0.656120 0.235009 0.228094 
0.680096 0.718515 0.649611 
0.620100 0.252191 0.250956 
0.750094 0.731554 0.668051 
0.139251 0.531253 0.558628 
0.171533 0.507796 0.569491 
0.740960 0.747267 0.717347 
0.643794 0.243275 0.137898 
0.759744 0.721173 0.669294 
0.628488 0.218428 0.262648 
0.162544 0.518579 0.533434 
0.659614 0.276283 0.195973 
0.681039 0.709369 0.663375 
0.157319 0.465480 0.577067 
0.643855 0.238868 0.158215 
0.695139 0.784750 0.628915 
0.181623 0.509221 0.575461 
0.744331 0.758515 0.718303 
0.575809 0.200759 0.156854 
0.146858 0.460021 0.550429 
0.134618 0.424406 0.533924 
0.716056 0.794373 0.682409 
0.646894 0.247390 0.274393 
0.202278 0.508630 0.520233 
0.589674 0.198719 0.194461 
0.739286 0.762253 0.652835 
0.728540 0.737711 0.727231 
0.645838 0.245250 0.158517 
0.141339 0.532598 0.555315 
0.150429 0.458385 0.527471 
0.659363 0.253831 0.156632 
0.689671 0.786410 0.709303 
0.200954 0.528819 0.557949 
0.589308 0.226199 0.124797 
0.734819 0.725030 0.646393 
0.637072 0.306819 0.134013 
0.699316 0.713749 0.643258 
0.120847 0.425182 0.522545 
0.602822 0.294557 0.244893 
0.135459 0.454226 0.521108 
0.746367 0.748871 0.710748 
0.184869 0.455995 0.543094 
0.761737 0.741639 0.709965 
0.635462 0.249974 0.209206 
0.719635 0.783663 0.712861 
0.627236 0.252632 0.272526 
0.131625 0.525884 0.516278 
0.716698 0.591314 0.211143 
0.205731 0.472214 0.527643 
0.643749 0.797198 0.679432 
0.621956 0.246597 0.139593 
0.697978 0.739227 0.678843 
0.659505 0.277111 0.240347 
0.168913 0.444507 0.534617 
0.651821 0.617772 0.716177 
0.155927 0.453248 0.553693 
0.710594 0.796388 0.628412 
0.633422 0.248843 0.232923 
0.732330 0.730979 0.680615 
0.219710 0.484936 0.511852 
0.611129 0.234060 0.120900 
0.591507 0.693907 0.671077 
0.619209 0.288086 0.259204 
0.135353 0.477144 0.531962 
0.719290 0.620780 0.636237 
0.653729 0.248959 0.222799 
0.135447 0.405554 0.496716 
0.683161 0.797193 0.708057 
0.587550 0.375047 0.672726 
0.180731 0.506655 0.496065 
0.584386 0.225734 0.248579 
0.754844 0.720543 0.620450 
0.672221 0.295470 0.186924 
0.158782 0.424458 0.535211 
0.679707 0.782930 0.669586 
0.625505 0.249054 0.155499 
0.753344 0.762511 0.668855 
0.712323 0.679016 0.274946 
0.153052 0.471304 0.579252 
0.640719 0.246312 0.149694 
0.725447 0.721750 0.655966 
0.212950 0.483862 0.520791 
0.757581 0.745984 0.715374 
0.589146 0.199317 0.208002 
0.139673 0.527469 0.478098 
0.124825 0.506068 0.496655 
0.623645 0.206339 0.288916 
0.733693 0.771720 0.689197 
0.130071 0.455432 0.521074 
0.755865 0.743605 0.656104 
0.606192 0.207402 0.265185 
0.134194 0.399944 0.491790 
0.673056 0.268286 0.243403 
0.704207 0.785517 0.720850 
0.158262 0.527995 0.525515 
0.611419 0.227317 0.261880 
0.747707 0.702911 0.722563 
0.637166 0.259890 0.268283 
0.709752 0.780545 0.682308 
0.155206 0.476803 0.493517 
0.613367 0.266117 0.233658 
0.731673 0.733398 0.676235 
0.209317 0.478604 0.511877 
0.164582 0.528714 0.509410 
0.758422 0.736280 0.667978 
0.644494 0.241389 0.248582 
0.139170 0.436037 0.491141 
0.643709 0.243561 0.278398 
0.721009 0.773179 0.669416 
0.130124 0.553032 0.502919 
0.627510 0.215231 0.141842 
0.766424 0.713945 0.683000 
0.128499 0.405640 0.531056 
0.679297 0.283906 0.238690 
0.680952 0.807118 0.721160 
0.641898 0.225530 0.167226 
0.162178 0.530501 0.576090 
0.760063 0.736476 0.640298 
0.171803 0.482380 0.561190 
0.631600 0.226970 0.220048 
0.724518 0.753251 0.712016 
0.694964 0.774911 0.639143 
0.646426 0.273381 0.228877 
0.141459 0.448753 0.571326 
0.582498 0.785872 0.640988 
0.697753 0.635523 0.634934 
0.630204 0.249610 0.174305 
0.205713 0.454650 0.516520 
0.749044 0.758860 0.682263 
0.652572 0.248263 0.255619 
0.129850 0.521665 0.490901 
0.612195 0.237011 0.165299 
0.748369 0.704883 0.717956 
0.136750 0.509746 0.531260 
0.714327 0.732118 0.624221 
0.607513 0.210220 0.193569 
0.153950 0.452791 0.567693 
0.138352 0.415140 0.559381 
0.653053 0.255857 0.129825 
0.704543 0.758504 0.631908 
0.712822 0.790515 0.240362 
0.635881 0.222424 0.711203 
0.130131 0.399935 0.505989 
0.658264 0.253631 0.722530 
0.597702 0.379100 0.280445 
0.197152 0.465354 0.539168 
0.685082 0.718626 0.174971 
0.636422 0.288486 0.184618 
0.709590 0.797200 0.658506 
0.147046 0.483622 0.499378 
0.156190 0.455704 0.507083 
0.736309 0.776794 0.705806 
0.661533 0.247596 0.149748 
0.690319 0.682548 0.633397 
0.646708 0.227906 0.210582 
0.136254 0.504366 0.503891 
0.763503 0.726892 0.685385 
0.129504 0.473439 0.557504 
0.600290 0.276730 0.255759 
0.744225 0.694878 0.646740 
0.603019 0.233212 0.246510 
0.168456 0.440266 0.553363 
0.553867 0.743755 0.240872 
0.744676 0.732788 0.642596 
0.625202 0.215487 0.203825 
0.145024 0.468368 0.545807 
0.750288 0.711152 0.713647 
0.175326 0.539563 0.521414 
0.598098 0.224083 0.179006 
0.625813 0.221913 0.182894 
0.723601 0.695715 0.692480 
0.156879 0.525360 0.542241 
0.751858 0.735048 0.715817 
0.584146 0.224038 0.146774 
0.170197 0.559263 0.595429 
0.126800 0.498217 0.529540 
0.636270 0.280179 0.262687 
0.698664 0.693884 0.702358 
0.201447 0.464414 0.554943 
0.614615 0.271614 0.187978 
0.727007 0.765671 0.656918 
0.688013 0.776606 0.728024 
0.646927 0.255310 0.177285 
0.150004 0.441433 0.458584 
0.142063 0.452329 0.540987 
0.758862 0.735627 0.689832 
0.644033 0.284647 0.146033 
0.729394 0.700875 0.664544 
0.137648 0.511361 0.497857 
0.609008 0.269851 0.268736 
0.172247 0.544433 0.543821 
0.745361 0.704390 0.654655 
0.575572 0.232280 0.178549 
0.714635 0.722862 0.630981 
0.158645 0.468857 0.555607 
0.611306 0.257109 0.184391 
0.121275 0.520245 0.522207 
0.645147 0.239522 0.225854 
0.704326 0.716195 0.661487 
0.698093 0.702454 0.724175 
0.637971 0.234261 0.178886 
0.154075 0.481624 0.515929 
0.702068 0.673119 0.682808 
0.139854 0.561700 0.567764 
0.614120 0.214128 0.224175 
0.600690 0.245759 0.194127 
0.749533 0.719178 0.706709 
0.138308 0.536674 0.560942 
0.736965 0.770440 0.692505 
0.207001 0.472847 0.515379 
0.610030 0.213336 0.181405 
0.179327 0.475094 0.544176 
0.722341 0.717078 0.631450 
0.608574 0.248430 0.244195 
0.640514 0.233242 0.254391 
0.122902 0.387585 0.544789 
0.713879 0.788910 0.649790 
0.152755 0.542250 0.515688 
0.645406 0.236657 0.145990 
0.701959 0.753499 0.741166 
0.708295 0.711911 0.688833 
0.637617 0.234330 0.135364 
0.139316 0.497858 0.582566 
0.732339 0.763249 0.666173 
0.617747 0.207290 0.141700 
0.129292 0.500085 0.566268 
0.125448 0.482451 0.532522 
0.663512 0.283093 0.154061 
0.706993 0.725749 0.703365 
0.142749 0.457238 0.566187 
0.731686 0.722238 0.651322 
0.631999 0.221802 0.238882 
0.590185 0.690554 0.326513 
0.706316 0.641432 0.663938 
0.195460 0.521957 0.509401 
0.617622 0.203705 0.264060 
0.710302 0.773337 0.694424 
0.673720 0.283746 0.139473 
0.167728 0.433881 0.504084 
0.168375 0.477082 0.492819 
0.641341 0.261919 0.135204 
0.718376 0.749002 0.734924 
0.636774 0.269501 0.255439 
0.709890 0.786960 0.733168 
0.133421 0.501676 0.548315 
0.726827 0.720294 0.656233 
0.613279 0.278505 0.221808 
0.147479 0.453946 0.570108 
0.746858 0.752782 0.668915 
0.630968 0.276018 0.203179 
0.142923 0.468099 0.516371 
0.627114 0.231185 0.235788 
0.713370 0.780820 0.647714 
0.130525 0.539236 0.509776 
0.731545 0.682746 0.646095 
0.199811 0.555250 0.588331 
0.567949 0.194569 0.149422 
0.631572 0.220244 0.278477 
0.192080 0.476491 0.497209 
0.734513 0.773710 0.713801 
0.748961 0.749374 0.663029 
0.145801 0.507282 0.562830 
0.597100 0.268364 0.232318 
0.668985 0.262513 0.248197 
0.674857 0.765631 0.723438 
0.126904 0.454291 0.489891 
0.636341 0.271209 0.189031 
0.147767 0.452779 0.492348 
0.711632 0.777816 0.734599 
0.736839 0.754935 0.653648 
0.600205 0.228366 0.232383 
0.156964 0.557894 0.516829 
0.736360 0.736683 0.661958 
0.594899 0.229722 0.230038 
0.123918 0.508565 0.523237 
0.715777 0.696139 0.656841 
0.168524 0.505999 0.546514 
0.601697 0.205562 0.124794 
0.576834 0.192849 0.144906 
0.732081 0.727225 0.690596 
0.232296 0.491413 0.511895 
0.733733 0.731998 0.667814 
0.142738 0.475053 0.580620 
0.608783 0.219766 0.133988 
0.733734 0.758922 0.687216 
0.614217 0.228212 0.131246 
0.198763 0.507177 0.566383 
0.607582 0.204776 0.177420 
0.165278 0.496275 0.529878 
0.745764 0.744820 0.701520 
0.638004 0.231094 0.189288 
0.707786 0.735820 0.708019 
0.182666 0.507039 0.490954 
0.617212 0.281221 0.163537 
0.720395 0.749868 0.699422 
0.140551 0.509233 0.580286 
0.606872 0.210726 0.267258 
0.759133 0.718193 0.708705 
0.170610 0.534717 0.527722 
0.183123 0.517976 0.555903 
0.612832 0.214810 0.179863 
0.733403 0.781792 0.654604 
0.671549 0.258038 0.159624 
0.684379 0.802547 0.655185 
0.158425 0.422769 0.527539 
0.635156 0.244154 0.126276 
0.725885 0.771958 0.629876 
0.156297 0.437521 0.586013 
0.139266 0.419415 0.497764 
0.731177 0.777782 0.658016 
0.618869 0.257707 0.236044 
0.196155 0.485704 0.571663 
0.642143 0.257360 0.644807 
0.574085 0.666851 0.159845 
0.720119 0.692656 0.577836 
0.728014 0.762529 0.690252 
0.599458 0.216450 0.136857 
0.202262 0.514943 0.549273 
0.148027 0.462312 0.588111 
0.626514 0.265552 0.121964 
0.716931 0.735550 0.616321 
0.711406 0.704821 0.732901 
0.143895 0.479867 0.484843 
0.641806 0.219050 0.242820 
0.742427 0.740855 0.647986 
0.161558 0.501246 0.534521 
0.592238 0.240871 0.242023 
0.628852 0.253577 0.124534 
0.764727 0.738576 0.682071 
0.170210 0.450315 0.600563 
0.685118 0.697356 0.688513 
0.666161 0.274262 0.201133 
0.140863 0.452170 0.479931 
0.668297 0.254268 0.202305 
0.134652 0.484047 0.534563 
0.696249 0.722450 0.698865 
0.654364 0.246792 0.231960 
0.153524 0.481616 0.547090 
0.710420 0.751842 0.722155 
0.603434 0.288857 0.218267 
0.754041 0.720708 0.711793 
0.159829 0.498144 0.590399 
0.135901 0.422319 0.547639 
0.759058 0.692046 0.686888 
0.576393 0.667205 0.139702 
0.617114 0.286582 0.220853 
0.662171 0.246992 0.133876 
0.194014 0.489394 0.527647 
0.705063 0.774037 0.649502 
0.660914 0.240664 0.150613 
0.688460 0.729050 0.731135 
0.179998 0.501332 0.553114 
0.732357 0.764291 0.664775 
0.607946 0.241205 0.125223 
0.167142 0.529774 0.522192 
0.145378 0.475744 0.506673 
0.745193 0.736053 0.659607 
0.640779 0.277386 0.169170 
0.681015 0.704620 0.650049 
0.672708 0.272119 0.166540 
0.188147 0.453339 0.543709 
0.634051 0.212961 0.154911 
0.725924 0.743934 0.712031 
0.191301 0.458045 0.558102 
0.637378 0.808564 0.174624 
0.744559 0.683458 0.557099 
0.589217 0.294165 0.615382 
0.170705 0.470785 0.521180 
0.700259 0.763735 0.221679 
0.650625 0.228878 0.670768 
0.132957 0.439548 0.489543 
0.200906 0.455233 0.516872 
0.591919 0.776850 0.154143 
0.725349 0.642659 0.678340 
0.624019 0.231366 0.284706 
0.540964 0.403929 0.242635 
0.668484 0.293184 0.197674 
0.710369 0.753180 0.719820 
0.174727 0.437493 0.592053 
0.630981 0.212681 0.235697 
0.131154 0.499333 0.509807 
0.736717 0.768224 0.700655 
