"Li" "Na" "Mg" "K" "Ca" 
0.000491 0.001536 0.002397 0.001589 0.785598 
0.000099 0.043743 0.014045 0.609085 0.027490 
0.000033 0.000295 0.749628 0.022743 0.007532 
0.001040 0.705994 0.008253 0.003466 0.000915 
0.633138 0.096461 0.056725 0.001104 0.061728 
0.000468 0.000159 0.003215 0.024830 0.826913 
0.000470 0.653003 0.000848 0.001681 0.002435 
0.000033 0.003327 0.767754 0.001952 0.008021 
0.000138 0.003134 0.025037 0.642926 0.031816 
0.641695 0.029105 0.010920 0.010621 0.000924 
0.682184 0.001212 0.000503 0.004029 0.001676 
0.000089 0.631406 0.003004 0.000182 0.000318 
0.000049 0.001481 0.003537 0.022517 0.703789 
0.000066 0.012506 0.004064 0.625625 0.033165 
0.000596 0.045231 0.736962 0.033108 0.048181 
0.000199 0.714152 0.005830 0.000182 0.001488 
0.000100 0.002223 0.020006 0.002564 0.781879 
0.695644 0.045505 0.000945 0.019646 0.042478 
0.000479 0.005058 0.001443 0.618638 0.021485 
0.000149 0.024911 0.736907 0.009326 0.002797 
0.000384 0.003190 0.000402 0.014239 0.713368 
0.000095 0.029819 0.025329 0.622247 0.043180 
0.000002 0.617713 0.003679 0.000190 0.000213 
0.001834 0.001414 0.748401 0.020321 0.003468 
0.660402 0.081866 0.025320 0.004370 0.051019 
0.000002 0.603112 0.001043 0.001563 0.002431 
0.000384 0.000979 0.001684 0.013724 0.695739 
0.000126 0.022829 0.765921 0.000522 0.023658 
0.612816 0.000033 0.016022 0.005238 0.006352 
0.000179 0.022004 0.047179 0.629820 0.083966 
0.000038 0.000985 0.003168 0.019704 0.794562 
0.000179 0.020037 0.009621 0.638950 0.028729 
0.659372 0.067968 0.030968 0.000358 0.001520 
0.002321 0.004040 0.767831 0.001471 0.089998 
0.000820 0.707142 0.003366 0.003203 0.001173 
0.000907 0.596483 0.003339 0.002198 0.001008 
0.001984 0.041237 0.756760 0.001738 0.002485 
0.000031 0.000764 0.023595 0.639291 0.042429 
0.000038 0.006756 0.001019 0.008260 0.786961 
0.691515 0.071907 0.000699 0.014773 0.030811 
0.000031 0.000488 0.010510 0.641214 0.071268 
0.000206 0.008279 0.002925 0.009566 0.823219 
0.670626 0.055795 0.014919 0.018666 0.023285 
0.001051 0.625838 0.001096 0.000028 0.001400 
0.001121 0.002726 0.742886 0.000799 0.054491 
0.000527 0.682163 0.003614 0.001029 0.000275 
0.000049 0.004201 0.002036 0.002379 0.814251 
0.644331 0.031133 0.048267 0.005109 0.001387 
0.000044 0.000980 0.022873 0.631302 0.108499 
0.001375 0.020719 0.763559 0.007810 0.010055 
0.000044 0.034193 0.013342 0.617259 0.004621 
0.000527 0.654140 0.001095 0.003998 0.000185 
0.647380 0.059055 0.017184 0.011799 0.048747 
0.000141 0.000300 0.002036 0.002379 0.815958 
0.001265 0.018381 0.759496 0.001561 0.003640 
0.000068 0.000746 0.002027 0.005733 0.771749 
0.000160 0.016574 0.732358 0.000779 0.000867 
0.000999 0.619221 0.002791 0.001409 0.000712 
0.634687 0.084907 0.065841 0.001224 0.030194 
0.000013 0.006199 0.014837 0.627082 0.022923 
0.000068 0.002833 0.008203 0.014899 0.807225 
0.697734 0.094070 0.000845 0.012618 0.003791 
0.002657 0.043904 0.733523 0.000468 0.005560 
0.000013 0.003030 0.034762 0.632779 0.038887 
0.001139 0.630242 0.000320 0.004560 0.000352 
0.002519 0.006194 0.747242 0.017558 0.005319 
0.000068 0.002900 0.038357 0.002362 0.736279 
0.000677 0.604910 0.002009 0.000624 0.000928 
0.000013 0.000595 0.000250 0.599288 0.071637 
0.668833 0.017061 0.026229 0.012381 0.029055 
0.000044 0.638188 0.001351 0.002819 0.001393 
0.000616 0.005894 0.000029 0.000013 0.815304 
0.001154 0.001720 0.728391 0.024566 0.002233 
0.697910 0.018163 0.083205 0.017206 0.043025 
0.000013 0.002248 0.001156 0.625929 0.040101 
0.000591 0.000172 0.022209 0.000620 0.795387 
0.668077 0.033268 0.014886 0.017522 0.005863 
0.000013 0.001693 0.001843 0.641084 0.076588 
0.000121 0.626363 0.004597 0.000745 0.000120 
0.000697 0.017592 0.750093 0.021359 0.024415 
0.000013 0.036690 0.024459 0.643438 0.048578 
0.000342 0.000325 0.005978 0.035177 0.804042 
0.000121 0.737356 0.001030 0.000069 0.003857 
0.661498 0.054658 0.009717 0.003735 0.038983 
0.000890 0.000349 0.710256 0.020932 0.000318 
0.000128 0.629958 0.000092 0.000061 0.000346 
0.000570 0.000825 0.002675 0.001639 0.806105 
0.001355 0.013813 0.746224 0.018249 0.000901 
0.000013 0.013966 0.021792 0.612949 0.076389 
0.702278 0.097820 0.023077 0.016786 0.013673 
0.000570 0.003367 0.001100 0.013341 0.800907 
0.000164 0.004291 0.740320 0.023675 0.004202 
0.000013 0.006971 0.022560 0.629581 0.043919 
0.000128 0.712918 0.003976 0.000219 0.000286 
0.686922 0.096809 0.038467 0.000553 0.032524 
0.000013 0.026437 0.011657 0.642072 0.107167 
0.000128 0.714286 0.000016 0.000774 0.000124 
0.660226 0.042989 0.008661 0.014228 0.000716 
0.000850 0.005124 0.708634 0.019366 0.000008 
0.000570 0.001355 0.012853 0.004088 0.774746 
0.000438 0.033614 0.017666 0.614548 0.039199 
0.000059 0.689723 0.000520 0.001393 0.000492 
0.001095 0.017327 0.761960 0.033099 0.004451 
0.000187 0.006208 0.003878 0.000982 0.801554 
0.668836 0.000836 0.000708 0.002255 0.027106 
0.000074 0.009940 0.000231 0.005594 0.788945 
0.001911 0.003539 0.718849 0.006953 0.005118 
0.000023 0.001741 0.024417 0.605319 0.026691 
0.000169 0.745744 0.005236 0.000704 0.001055 
0.709040 0.102836 0.016726 0.006428 0.012854 
0.000025 0.001876 0.027089 0.003837 0.801612 
0.002298 0.005419 0.757010 0.016899 0.005193 
0.000311 0.010421 0.002665 0.642183 0.015271 
0.000947 0.638901 0.003381 0.000376 0.000446 
0.661335 0.058845 0.012706 0.011406 0.016930 
0.000069 0.001530 0.009542 0.001490 0.714138 
0.000311 0.014343 0.013859 0.630365 0.064544 
0.000568 0.612696 0.000464 0.001664 0.000274 
0.000609 0.015921 0.767561 0.014503 0.004569 
0.701238 0.040607 0.034989 0.017450 0.047125 
0.681210 0.005202 0.002197 0.009966 0.023655 
0.000774 0.568179 0.000579 0.000761 0.000700 
0.001873 0.019510 0.721771 0.003558 0.005338 
0.000069 0.001389 0.017602 0.008085 0.739148 
0.000081 0.053254 0.001305 0.632574 0.035036 
0.000081 0.001212 0.000848 0.607921 0.066240 
0.000253 0.015740 0.726504 0.015448 0.000129 
0.000069 0.006022 0.003002 0.005646 0.787756 
0.692406 0.008544 0.022416 0.001479 0.026139 
0.000888 0.619956 0.005410 0.001510 0.001594 
0.653883 0.021207 0.004453 0.020575 0.041082 
0.000009 0.002147 0.006066 0.611031 0.064130 
0.001236 0.005389 0.725242 0.007337 0.003665 
0.000029 0.623485 0.000139 0.001717 0.001094 
0.000439 0.015257 0.020019 0.005097 0.776421 
0.633956 0.095545 0.018017 0.015490 0.034650 
0.000029 0.720691 0.003008 0.000919 0.001025 
0.000146 0.004986 0.020604 0.632477 0.010732 
0.000091 0.001784 0.001946 0.002320 0.800954 
0.000683 0.023116 0.761697 0.008121 0.056793 
0.645784 0.095461 0.046408 0.001290 0.037249 
0.000136 0.753584 0.001464 0.001387 0.001698 
0.000052 0.001142 0.004311 0.636063 0.028462 
0.000067 0.002800 0.761229 0.002339 0.001136 
0.000250 0.008214 0.008032 0.007281 0.777826 
0.001438 0.005165 0.723048 0.012543 0.000454 
0.000559 0.000841 0.004349 0.003581 0.781862 
0.000011 0.699642 0.000767 0.000377 0.002576 
0.000047 0.029128 0.019190 0.617121 0.020169 
0.697543 0.088530 0.007146 0.010167 0.029354 
0.000011 0.705716 0.002483 0.000980 0.001984 
0.636534 0.047753 0.028018 0.003717 0.002049 
0.000208 0.001905 0.006013 0.005948 0.754925 
0.000215 0.029189 0.014175 0.637177 0.084325 
0.000391 0.000820 0.742868 0.000394 0.011604 
0.000108 0.000877 0.002422 0.010599 0.705648 
0.000020 0.691818 0.005237 0.003512 0.000981 
0.001344 0.001984 0.766464 0.013310 0.021020 
0.637063 0.066751 0.042805 0.005955 0.037769 
0.000203 0.027098 0.002360 0.639620 0.015286 
0.000059 0.707686 0.012082 0.008028 0.002214 
0.000208 0.032593 0.002909 0.633972 0.061944 
0.001214 0.003419 0.709724 0.000584 0.016216 
0.000149 0.001827 0.019735 0.013881 0.815448 
0.683914 0.000055 0.003902 0.001966 0.006753 
0.000248 0.003196 0.000365 0.634784 0.046293 
0.000149 0.005142 0.015428 0.012200 0.801572 
0.000087 0.000759 0.731213 0.002663 0.002964 
0.000732 0.692653 0.002994 0.000312 0.000979 
0.650399 0.067505 0.012151 0.014040 0.003545 
0.000732 0.636176 0.009897 0.000355 0.001746 
0.000149 0.001631 0.002895 0.000245 0.816685 
0.000468 0.018349 0.003928 0.612477 0.014818 
0.000087 0.045282 0.734221 0.012532 0.028557 
0.680987 0.093672 0.034313 0.013299 0.002307 
0.000726 0.002436 0.747005 0.017339 0.003143 
0.000149 0.000395 0.005442 0.003991 0.709231 
0.000056 0.666487 0.001861 0.000557 0.000180 
0.000468 0.021072 0.017169 0.614406 0.044845 
0.697220 0.024879 0.007960 0.004486 0.021577 
0.000422 0.035173 0.000936 0.616790 0.070230 
0.000149 0.000005 0.010899 0.002780 0.783891 
0.000056 0.718261 0.002094 0.002150 0.002214 
0.001325 0.007840 0.723711 0.002580 0.053045 
0.651385 0.057456 0.004295 0.012488 0.002922 
0.665385 0.053912 0.024998 0.008834 0.026749 
0.000149 0.004412 0.000534 0.000500 0.743628 
0.000790 0.672858 0.001806 0.000574 0.000332 
0.001782 0.000298 0.726136 0.015238 0.020929 
0.000109 0.040864 0.042542 0.628075 0.037883 
0.000727 0.592831 0.001540 0.001486 0.003238 
0.000096 0.000454 0.001923 0.007679 0.768050 
0.000109 0.034705 0.010090 0.636510 0.072865 
0.002114 0.015709 0.738915 0.003294 0.002672 
0.674582 0.087490 0.010655 0.008739 0.029082 
0.000176 0.040359 0.748250 0.001321 0.053376 
0.000109 0.003061 0.013582 0.637328 0.025747 
0.000126 0.001258 0.000192 0.000018 0.827236 
0.000069 0.681568 0.013821 0.002359 0.001975 
0.621115 0.085983 0.070960 0.002210 0.000917 
0.001025 0.013771 0.767350 0.019371 0.030360 
0.000039 0.046611 0.020600 0.640593 0.037190 
0.000250 0.000389 0.001490 0.022144 0.815135 
0.000572 0.616900 0.003027 0.000522 0.001917 
0.606285 0.040604 0.044642 0.002796 0.001191 
0.000136 0.016630 0.014113 0.636034 0.000013 
0.000010 0.727385 0.001795 0.011343 0.004144 
0.001430 0.005595 0.758042 0.004938 0.028678 
0.645497 0.058913 0.003425 0.007425 0.000194 
0.000026 0.000524 0.005306 0.001660 0.761897 
0.646774 0.055809 0.020093 0.010512 0.000062 
0.000384 0.004192 0.747409 0.012361 0.029911 
0.000020 0.002188 0.000801 0.003882 0.749394 
0.000178 0.716198 0.003546 0.001870 0.001830 
0.000217 0.018906 0.020892 0.612011 0.048625 
0.000052 0.711024 0.003396 0.002352 0.001000 
0.000086 0.002946 0.002742 0.011570 0.807588 
0.000555 0.006695 0.743511 0.001709 0.080570 
0.000322 0.011573 0.000352 0.609733 0.028311 
0.649007 0.083074 0.016184 0.012127 0.004838 
0.000449 0.000769 0.725739 0.021153 0.023981 
0.000091 0.004257 0.003666 0.004165 0.827761 
0.000074 0.019549 0.007815 0.642764 0.027468 
0.000052 0.638850 0.000512 0.000824 0.000303 
0.677755 0.039655 0.000186 0.019397 0.018339 
0.000024 0.632896 0.002390 0.000687 0.000737 
0.000091 0.004645 0.013159 0.001314 0.767218 
0.000563 0.000079 0.729709 0.009631 0.005081 
0.000368 0.009507 0.000414 0.635062 0.008946 
0.674135 0.015872 0.013381 0.007724 0.030381 
0.703098 0.043239 0.002550 0.003846 0.003152 
0.001148 0.001163 0.717503 0.010877 0.015117 
0.000091 0.004286 0.021296 0.010248 0.823288 
0.000024 0.617309 0.001358 0.000617 0.000435 
0.000354 0.033708 0.018904 0.626228 0.061924 
0.000945 0.014027 0.003932 0.637377 0.035073 
0.000038 0.002333 0.009376 0.000247 0.729024 
0.642432 0.001844 0.015338 0.016765 0.002113 
0.000024 0.634710 0.001392 0.003657 0.000405 
0.000523 0.005535 0.756871 0.012246 0.022047 
0.000362 0.001151 0.727093 0.001937 0.009282 
0.000157 0.000483 0.010677 0.013453 0.800145 
0.696773 0.095179 0.002222 0.012419 0.001045 
0.000024 0.727953 0.000959 0.002809 0.000306 
0.000945 0.023813 0.002011 0.628496 0.042486 
0.000024 0.636459 0.007608 0.000668 0.002002 
0.000785 0.018804 0.016942 0.620945 0.066033 
0.000157 0.001076 0.000986 0.002556 0.826514 
0.000325 0.002158 0.752480 0.016355 0.001044 
0.639269 0.071895 0.054356 0.001742 0.025912 
0.000157 0.001398 0.001968 0.003459 0.822816 
0.001160 0.004221 0.751511 0.006866 0.046976 
0.000059 0.026481 0.023050 0.633662 0.005969 
0.001070 0.709186 0.021508 0.000668 0.000278 
0.685622 0.038097 0.002247 0.003814 0.009397 
0.000385 0.013969 0.026025 0.611470 0.048664 
0.000157 0.001463 0.001106 0.004630 0.814709 
0.672247 0.097473 0.009797 0.000052 0.004615 
0.000052 0.719045 0.001524 0.002248 0.000278 
0.000212 0.001366 0.768306 0.004382 0.026950 
0.664357 0.079844 0.004153 0.012320 0.032502 
0.000005 0.701147 0.004128 0.001348 0.003177 
0.000157 0.000077 0.001494 0.015554 0.788779 
0.000680 0.003134 0.009770 0.619675 0.050290 
0.000075 0.020915 0.704667 0.000153 0.001083 
0.000001 0.008221 0.734656 0.003402 0.001095 
0.000157 0.002747 0.009024 0.000198 0.762461 
0.000051 0.683654 0.003311 0.002527 0.004432 
0.651897 0.024368 0.001688 0.021847 0.031291 
0.000236 0.001994 0.025003 0.624685 0.002274 
0.000063 0.002585 0.015571 0.017136 0.771551 
0.001736 0.003851 0.755767 0.002047 0.000022 
0.000178 0.005896 0.012380 0.609587 0.031956 
0.000013 0.675411 0.000515 0.002346 0.002391 
0.699436 0.064890 0.002779 0.004376 0.040556 
0.000082 0.002705 0.003747 0.638149 0.035321 
0.000108 0.654912 0.001790 0.001279 0.003410 
0.710480 0.068211 0.015980 0.003070 0.033339 
0.000253 0.005519 0.008699 0.010061 0.825125 
0.000272 0.010816 0.732122 0.013064 0.001150 
0.000091 0.004016 0.023573 0.637774 0.037688 
0.000473 0.754382 0.002450 0.003424 0.001729 
0.000393 0.003189 0.002756 0.000873 0.776360 
0.000055 0.037665 0.746535 0.001626 0.000025 
0.669432 0.071682 0.033086 0.012152 0.045057 
0.000027 0.035254 0.002386 0.638628 0.068134 
0.000884 0.643971 0.018199 0.000049 0.004522 
0.000265 0.000842 0.003785 0.002956 0.705842 
0.000038 0.009809 0.765526 0.014537 0.000387 
0.672028 0.019864 0.016196 0.014693 0.018048 
0.699586 0.091544 0.010387 0.015888 0.005496 
0.000767 0.704331 0.002317 0.006383 0.000265 
0.000038 0.002940 0.727343 0.000766 0.070511 
0.000209 0.034059 0.008026 0.631021 0.032072 
0.000010 0.002081 0.001803 0.000277 0.815819 
0.000010 0.001062 0.001109 0.010816 0.770058 
0.000626 0.730220 0.001458 0.000471 0.001431 
0.001788 0.072367 0.738380 0.019641 0.001213 
0.000196 0.002217 0.002041 0.635863 0.057114 
0.680611 0.037514 0.008042 0.003193 0.034654 
0.001644 0.016242 0.731726 0.001495 0.078941 
0.000010 0.003798 0.005469 0.019037 0.805898 
0.000478 0.736668 0.003376 0.002152 0.000269 
0.627878 0.069412 0.038055 0.013670 0.002388 
0.000196 0.002600 0.002532 0.627026 0.019489 
0.000010 0.001011 0.014544 0.001618 0.819632 
0.000190 0.006713 0.008584 0.626381 0.039954 
0.001034 0.659988 0.000200 0.000789 0.003227 
0.001605 0.013092 0.741315 0.010706 0.021115 
0.644946 0.032603 0.044767 0.004292 0.000817 
0.655835 0.001065 0.012647 0.016439 0.011002 
0.000358 0.020348 0.002558 0.601989 0.005588 
0.000937 0.617033 0.012725 0.000186 0.001535 
0.000032 0.036901 0.752805 0.001228 0.015776 
0.000010 0.005297 0.006951 0.015651 0.805023 
0.000252 0.030869 0.002492 0.627793 0.000959 
0.000937 0.596278 0.000626 0.002018 0.000903 
0.000110 0.023612 0.753655 0.000110 0.005334 
0.000003 0.002590 0.006252 0.014471 0.713486 
0.652892 0.000021 0.013044 0.005416 0.024559 
0.000806 0.759442 0.003820 0.001357 0.000895 
0.000093 0.024243 0.008016 0.639330 0.104927 
0.000205 0.001769 0.016512 0.006472 0.704699 
0.000114 0.002629 0.763258 0.014933 0.004661 
0.657536 0.009973 0.002520 0.002744 0.022925 
0.000096 0.076417 0.720597 0.002230 0.077244 
0.000018 0.682041 0.000711 0.013651 0.000854 
0.000086 0.000267 0.024209 0.006582 0.820246 
0.686981 0.002508 0.022824 0.005555 0.004345 
0.000011 0.033121 0.000058 0.609348 0.034450 
0.660330 0.032898 0.057919 0.002160 0.014246 
0.000301 0.004039 0.000022 0.001207 0.771070 
0.000004 0.011924 0.017911 0.623292 0.072162 
0.000075 0.697846 0.004219 0.008681 0.000028 
0.001124 0.002188 0.763736 0.011831 0.006819 
0.000075 0.616497 0.001555 0.000222 0.000736 
0.000169 0.006687 0.003905 0.009816 0.772370 
0.001237 0.002443 0.767377 0.078139 0.007271 
0.657474 0.038654 0.015815 0.005410 0.000988 
0.000003 0.017006 0.010215 0.642774 0.066238 
0.651461 0.086115 0.001225 0.012852 0.050250 
0.000125 0.709508 0.005956 0.000993 0.001386 
0.000329 0.013329 0.003781 0.642754 0.000474 
0.000014 0.002865 0.003986 0.008401 0.798912 
0.001188 0.002326 0.737929 0.000709 0.018205 
0.000014 0.000618 0.005804 0.004569 0.726671 
0.000839 0.009578 0.011005 0.637968 0.076428 
0.000003 0.675012 0.002872 0.000445 0.001741 
0.001519 0.025551 0.728615 0.016011 0.038182 
0.688220 0.077924 0.005755 0.011565 0.000376 
0.638341 0.026463 0.067794 0.002763 0.000492 
0.000003 0.708041 0.002518 0.001212 0.000942 
0.000272 0.003537 0.001530 0.008056 0.784292 
0.000875 0.016132 0.750797 0.049979 0.079417 
0.000538 0.001612 0.022846 0.632028 0.030377 
0.000088 0.002154 0.007152 0.008327 0.729906 
0.663839 0.081707 0.002655 0.005888 0.013582 
0.000001 0.591028 0.001407 0.003431 0.000217 
0.000538 0.022324 0.039908 0.641720 0.018826 
0.001662 0.000713 0.731030 0.000977 0.007121 
0.000001 0.654268 0.002148 0.005229 0.001367 
0.001857 0.003842 0.765536 0.018557 0.001147 
0.000359 0.017071 0.015859 0.623615 0.060483 
0.000088 0.002723 0.002228 0.002017 0.709114 
0.686595 0.018862 0.013872 0.005292 0.006847 
0.000106 0.000536 0.011229 0.001601 0.806148 
0.000447 0.028744 0.011623 0.637196 0.074831 
0.001238 0.007012 0.740843 0.066377 0.003045 
0.000001 0.726150 0.003274 0.004974 0.001731 
0.682754 0.036770 0.041717 0.001357 0.003249 
0.000106 0.000263 0.002148 0.017229 0.741469 
0.000001 0.639031 0.005449 0.000126 0.000963 
0.002121 0.006234 0.716163 0.000517 0.015999 
0.000447 0.041699 0.001482 0.636244 0.027285 
0.676955 0.047255 0.004455 0.003218 0.002637 
0.000432 0.034188 0.025758 0.640477 0.033274 
0.000001 0.629041 0.001601 0.000126 0.000963 
0.000061 0.000551 0.002812 0.006936 0.757267 
0.659987 0.061512 0.011139 0.012203 0.000830 
0.001344 0.000274 0.747835 0.011641 0.020154 
0.000325 0.037902 0.000393 0.615455 0.036831 
0.000554 0.000057 0.746266 0.009796 0.004589 
0.000001 0.600094 0.005879 0.000081 0.000903 
0.000061 0.004513 0.002797 0.003506 0.815391 
0.693671 0.070652 0.019018 0.022606 0.023618 
0.000001 0.693646 0.001970 0.000365 0.002584 
0.000668 0.002924 0.737206 0.018474 0.000724 
0.689692 0.030978 0.021197 0.002056 0.045574 
0.000061 0.000322 0.021998 0.012765 0.800867 
0.000287 0.039834 0.002715 0.620543 0.073341 
0.000061 0.002063 0.000008 0.000003 0.724301 
0.000492 0.026942 0.019309 0.639471 0.078802 
0.001370 0.000774 0.754019 0.022487 0.000903 
0.000001 0.733221 0.003520 0.001845 0.001673 
0.681234 0.083876 0.050762 0.005388 0.027092 
0.001933 0.002979 0.757538 0.006449 0.082000 
0.000357 0.013449 0.001333 0.623195 0.047729 
0.000001 0.685232 0.001409 0.004081 0.000561 
0.000100 0.001924 0.006674 0.000670 0.733356 
0.705983 0.080062 0.057464 0.011382 0.001488 
0.000224 0.023641 0.025769 0.642660 0.000523 
0.640692 0.005378 0.014594 0.002981 0.015655 
0.000001 0.625998 0.004503 0.000327 0.002561 
0.000100 0.001197 0.000619 0.011541 0.804254 
0.000463 0.003235 0.765202 0.004115 0.005629 
0.657938 0.085323 0.001866 0.001454 0.001345 
0.000997 0.027511 0.703785 0.005884 0.006255 
0.000001 0.709967 0.004503 0.000430 0.000006 
0.000224 0.004406 0.007052 0.638116 0.053697 
0.000507 0.001955 0.001747 0.005361 0.705672 
0.000892 0.001615 0.735275 0.019047 0.001632 
0.000510 0.019301 0.022453 0.643208 0.026579 
0.000001 0.718982 0.004740 0.002039 0.000856 
0.000306 0.005004 0.002533 0.006478 0.790189 
0.708300 0.064193 0.000685 0.000256 0.036129 
0.000064 0.007054 0.753124 0.051880 0.047859 
0.000483 0.016738 0.024937 0.630641 0.047640 
0.000001 0.611577 0.002312 0.001380 0.002127 
0.000224 0.001675 0.003924 0.009076 0.737339 
0.655337 0.092435 0.068353 0.000233 0.002421 
0.000483 0.002218 0.021987 0.630543 0.076869 
0.664929 0.076436 0.026063 0.009032 0.051213 
0.000926 0.656538 0.000346 0.002367 0.002731 
0.000120 0.001168 0.002361 0.002001 0.732453 
0.000014 0.030909 0.743066 0.014592 0.000129 
0.000152 0.000009 0.745786 0.006062 0.000529 
0.000120 0.003180 0.000420 0.001147 0.769480 
0.000369 0.702146 0.003631 0.004445 0.001241 
0.000483 0.036286 0.009528 0.610968 0.003702 
0.685661 0.021501 0.006986 0.000402 0.027210 
0.687928 0.088910 0.002788 0.000720 0.001825 
0.000928 0.702692 0.019484 0.000509 0.001474 
0.000120 0.002589 0.001350 0.008830 0.793937 
0.000483 0.043390 0.024326 0.640001 0.024570 
0.000018 0.002987 0.719324 0.019614 0.012208 
0.000715 0.672293 0.006385 0.003650 0.000683 
0.000018 0.018077 0.721994 0.018082 0.006554 
0.000120 0.000329 0.003764 0.002198 0.764394 
0.000216 0.006238 0.000135 0.632395 0.064010 
0.662773 0.051361 0.027586 0.001140 0.034372 
0.683155 0.076543 0.010423 0.019918 0.007213 
0.001341 0.645728 0.004058 0.000304 0.000791 
0.000120 0.002014 0.001532 0.003302 0.814023 
0.000024 0.002233 0.758355 0.004856 0.015722 
0.000251 0.001471 0.015750 0.622302 0.005672 
0.000270 0.002970 0.003938 0.610660 0.047750 
0.000599 0.018576 0.765755 0.010818 0.000597 
0.000120 0.000159 0.004977 0.001224 0.771140 
0.000023 0.600162 0.002330 0.003449 0.001855 
0.689682 0.101840 0.010235 0.011264 0.048806 
0.693004 0.089787 0.021509 0.000263 0.048265 
0.000772 0.004835 0.000847 0.640712 0.024734 
0.000940 0.692687 0.002330 0.000436 0.000783 
0.000120 0.002593 0.004284 0.016345 0.753967 
0.000058 0.019925 0.722235 0.014144 0.008903 
0.000058 0.037129 0.753929 0.000931 0.005165 
0.697313 0.076816 0.011594 0.016900 0.000558 
0.000120 0.003129 0.006848 0.024053 0.814687 
0.000267 0.000014 0.001896 0.621222 0.001533 
0.000812 0.677807 0.003039 0.001264 0.002876 
0.000120 0.004714 0.007735 0.014121 0.789003 
0.000812 0.670473 0.002574 0.000591 0.003413 
0.660970 0.034477 0.022777 0.003019 0.053636 
0.000240 0.000373 0.000661 0.606680 0.000321 
0.000046 0.019041 0.735804 0.007081 0.025453 
0.000206 0.725632 0.000445 0.001313 0.001623 
0.000046 0.002301 0.766645 0.005082 0.035461 
0.000120 0.003836 0.002297 0.002437 0.788987 
0.646774 0.057501 0.006410 0.000411 0.004083 
0.000135 0.015868 0.012961 0.619074 0.054940 
0.000633 0.638739 0.003156 0.000050 0.001702 
0.000496 0.005230 0.719879 0.011516 0.000610 
0.000120 0.000898 0.014202 0.003103 0.782930 
0.697543 0.018568 0.036708 0.021121 0.029150 
0.000318 0.001438 0.005189 0.636865 0.002841 
0.000373 0.023768 0.742730 0.008597 0.083231 
0.000030 0.002786 0.002798 0.618126 0.045566 
0.709272 0.077909 0.042349 0.004194 0.005244 
0.000933 0.657397 0.000958 0.004134 0.000510 
0.000120 0.003059 0.007018 0.002155 0.777668 
0.000046 0.002277 0.011555 0.019708 0.805029 
0.000030 0.000907 0.001383 0.611565 0.005526 
0.680853 0.063290 0.005315 0.000582 0.039355 
0.000359 0.660971 0.014494 0.001307 0.001151 
0.001075 0.048355 0.742965 0.000219 0.020669 
0.000951 0.633457 0.000483 0.000498 0.001754 
0.000087 0.000664 0.743473 0.018458 0.000506 
0.000030 0.024699 0.015565 0.623228 0.036116 
0.686422 0.010719 0.017862 0.003583 0.002375 
0.000208 0.003486 0.001727 0.001478 0.776559 
0.000293 0.656550 0.003660 0.003410 0.001661 
0.000208 0.006618 0.001475 0.011722 0.721657 
0.000030 0.002034 0.023761 0.624872 0.043595 
0.000017 0.000611 0.744129 0.000316 0.002261 
0.702136 0.075938 0.025837 0.000989 0.014089 
0.000953 0.709815 0.000347 0.000707 0.001238 
0.000080 0.005196 0.025886 0.623290 0.070159 
0.000465 0.000019 0.000724 0.001811 0.800069 
0.000057 0.047221 0.718501 0.007669 0.014569 
0.631928 0.028415 0.037455 0.005542 0.002220 
0.000237 0.714248 0.002528 0.001471 0.001947 
0.000382 0.000682 0.006533 0.000547 0.806076 
0.690136 0.057910 0.008259 0.008742 0.027003 
0.000080 0.033648 0.017032 0.613379 0.026406 
0.000057 0.003151 0.747675 0.030390 0.001641 
0.000237 0.663433 0.003128 0.004064 0.001575 
0.000382 0.000261 0.000468 0.000495 0.745144 
0.000128 0.003579 0.015887 0.615053 0.021712 
0.650417 0.028947 0.014157 0.006164 0.025323 
0.000057 0.004863 0.757614 0.001086 0.014461 
0.000057 0.005120 0.723309 0.010399 0.016685 
0.000128 0.029882 0.017420 0.612265 0.065323 
0.000382 0.000398 0.007056 0.001458 0.800178 
0.000063 0.719090 0.000633 0.001798 0.001877 
0.674694 0.073325 0.026851 0.022711 0.000779 
0.000038 0.020437 0.730953 0.018914 0.001539 
0.000077 0.003780 0.011287 0.010187 0.797483 
0.000556 0.731033 0.001687 0.001072 0.001271 
0.000139 0.002062 0.009968 0.602306 0.005658 
0.706855 0.048426 0.000589 0.002476 0.026762 
0.000139 0.032954 0.007390 0.630871 0.046685 
0.000146 0.628556 0.002963 0.000770 0.001906 
0.001042 0.003278 0.745162 0.000246 0.080601 
0.654302 0.091409 0.035185 0.011109 0.000489 
0.000085 0.004617 0.006343 0.024066 0.741893 
0.000085 0.000586 0.023440 0.014614 0.795497 
0.001087 0.009756 0.744919 0.008131 0.024299 
0.000722 0.602564 0.003551 0.001706 0.002682 
0.691403 0.004456 0.005273 0.001690 0.011600 
0.000139 0.035445 0.014370 0.633020 0.074205 
0.001822 0.000101 0.705514 0.022025 0.003754 
0.697200 0.106042 0.017757 0.000238 0.031172 
0.000392 0.654494 0.001923 0.002442 0.001074 
0.000085 0.000420 0.002237 0.002163 0.824174 
0.000139 0.029620 0.006571 0.635559 0.083447 
0.000601 0.700189 0.000685 0.004806 0.000951 
0.000145 0.004177 0.000128 0.634400 0.033574 
