"Li" "Na" "Mg" "K" "Ca" 
0.000506 0.015003 0.725509 0.009466 0.003065 
0.000085 0.001806 0.003703 0.001803 0.822832 
0.677624 0.027525 0.035870 0.002001 0.024628 
0.000007 0.001192 0.015420 0.640661 0.024964 
0.001253 0.020834 0.734532 0.018472 0.004575 
0.000085 0.006161 0.001499 0.006355 0.724649 
0.000562 0.603752 0.007668 0.001566 0.000383 
0.687090 0.044265 0.002020 0.000579 0.041904 
0.000043 0.711542 0.002170 0.000169 0.001490 
0.682612 0.009817 0.001350 0.003812 0.020628 
0.000153 0.000907 0.003303 0.009316 0.735119 
0.000292 0.029438 0.025919 0.641742 0.000884 
0.001297 0.005832 0.730636 0.009518 0.025667 
0.657879 0.058680 0.006585 0.017033 0.043943 
0.000595 0.010472 0.739351 0.015859 0.003143 
0.000292 0.006816 0.001600 0.638273 0.041989 
0.000043 0.001786 0.004463 0.007786 0.812612 
0.000008 0.703996 0.003998 0.001076 0.000656 
0.000246 0.030131 0.021736 0.636037 0.034026 
0.687682 0.054762 0.001769 0.018721 0.000420 
0.000043 0.007193 0.001509 0.000104 0.820882 
0.000014 0.597235 0.004119 0.003997 0.000090 
0.001557 0.000386 0.740533 0.009754 0.029653 
0.000014 0.637010 0.001958 0.004403 0.000212 
0.000589 0.003815 0.710855 0.003183 0.000844 
0.000350 0.012546 0.014340 0.002242 0.735560 
0.000170 0.001721 0.000223 0.626087 0.096514 
0.680963 0.051069 0.002543 0.015310 0.016698 
0.000010 0.715538 0.002204 0.011161 0.001632 
0.649824 0.007178 0.003972 0.000781 0.003136 
0.000170 0.003691 0.016198 0.639150 0.075752 
0.000211 0.003525 0.016355 0.001488 0.696336 
0.001386 0.057653 0.734378 0.011056 0.081870 
0.000002 0.013872 0.022729 0.633223 0.026994 
0.000298 0.699628 0.000412 0.001788 0.000599 
0.706616 0.069229 0.020314 0.013287 0.004623 
0.000559 0.002430 0.010249 0.009600 0.827057 
0.000202 0.001291 0.747275 0.001536 0.055792 
0.000559 0.002730 0.010234 0.005034 0.821980 
0.000002 0.042671 0.007070 0.624168 0.017430 
0.000887 0.641347 0.001797 0.000600 0.000011 
0.702159 0.092679 0.024860 0.018245 0.005377 
0.000109 0.000299 0.766612 0.012265 0.018041 
0.000831 0.613669 0.001368 0.000353 0.000249 
0.660668 0.063832 0.060732 0.018095 0.029379 
0.000341 0.003677 0.006891 0.003180 0.805092 
0.000002 0.000129 0.011916 0.632695 0.006753 
0.001756 0.029545 0.742144 0.025575 0.002278 
0.000000 0.032381 0.001472 0.615743 0.015918 
0.674056 0.001393 0.070652 0.002203 0.029524 
0.000968 0.728766 0.011071 0.000353 0.002677 
0.000056 0.000232 0.002941 0.004750 0.797081 
0.001895 0.006167 0.742782 0.003691 0.000027 
0.653322 0.050595 0.044713 0.009393 0.020437 
0.000211 0.001511 0.748316 0.000232 0.082505 
0.000028 0.030648 0.018973 0.625194 0.000667 
0.000059 0.006887 0.001344 0.023161 0.728608 
0.000532 0.599455 0.003106 0.006214 0.001223 
0.000040 0.001435 0.002284 0.020500 0.712584 
0.000174 0.651547 0.002806 0.002965 0.001625 
0.000117 0.028739 0.005816 0.629846 0.062225 
0.001221 0.045582 0.757482 0.001708 0.006607 
0.603206 0.002430 0.050570 0.001454 0.002901 
0.000431 0.017396 0.737403 0.023549 0.000374 
0.000257 0.596039 0.003219 0.010006 0.000332 
0.650817 0.060325 0.081836 0.000629 0.003887 
0.000040 0.001259 0.001474 0.002044 0.761486 
0.000117 0.025357 0.023973 0.609753 0.069279 
0.001015 0.001077 0.726576 0.007450 0.047378 
0.000950 0.750892 0.002977 0.002146 0.000889 
0.000040 0.002241 0.004210 0.001419 0.789621 
0.000101 0.016129 0.019800 0.639962 0.073084 
0.679920 0.062278 0.062737 0.005071 0.001703 
0.000101 0.020316 0.001239 0.637082 0.031797 
0.000019 0.016026 0.741427 0.003880 0.001238 
0.000147 0.000348 0.002085 0.008289 0.815566 
0.000127 0.712718 0.006758 0.010269 0.000031 
0.658649 0.085368 0.012385 0.000448 0.000141 
0.000410 0.004522 0.026171 0.636734 0.036982 
0.000170 0.011290 0.759206 0.015137 0.074739 
0.000443 0.690873 0.000432 0.010093 0.001041 
0.000072 0.001490 0.000843 0.002375 0.802167 
0.662650 0.047428 0.015119 0.001577 0.010603 
0.000089 0.035337 0.015201 0.637433 0.044735 
0.001002 0.002050 0.765141 0.009286 0.013223 
0.000099 0.662097 0.000960 0.001026 0.000438 
0.000072 0.004035 0.003721 0.000714 0.763940 
0.643300 0.021182 0.022561 0.012754 0.024067 
0.669116 0.012007 0.005981 0.010806 0.015927 
0.000927 0.691121 0.000321 0.010656 0.001295 
0.001002 0.005617 0.726070 0.001431 0.003976 
0.000072 0.000417 0.004492 0.000330 0.787833 
0.000000 0.003604 0.018368 0.608349 0.040629 
0.000072 0.001029 0.006894 0.005437 0.786557 
0.002558 0.011646 0.723722 0.001442 0.007360 
0.000000 0.003772 0.023885 0.623083 0.000253 
0.000698 0.746098 0.001781 0.002440 0.002415 
0.663847 0.028179 0.026799 0.009031 0.020502 
0.001788 0.003295 0.767319 0.019940 0.000920 
0.687904 0.088769 0.001823 0.018967 0.019185 
0.000003 0.736774 0.001353 0.000712 0.002735 
0.000039 0.001029 0.004949 0.003229 0.756534 
0.000366 0.008658 0.003608 0.627209 0.061135 
0.695953 0.089286 0.074103 0.017705 0.001562 
0.000427 0.034294 0.001684 0.597562 0.033290 
0.000114 0.662075 0.003586 0.001993 0.000723 
0.000025 0.003157 0.005081 0.001075 0.769185 
0.001171 0.002006 0.730239 0.067546 0.089017 
0.000025 0.000054 0.006879 0.002337 0.784808 
0.000440 0.005072 0.002367 0.634869 0.039952 
0.000062 0.698836 0.002569 0.002043 0.001116 
0.001695 0.059335 0.738560 0.014720 0.044052 
0.681942 0.020856 0.000132 0.008929 0.001231 
0.000440 0.012177 0.007152 0.616363 0.071235 
0.000062 0.640201 0.002643 0.002425 0.002513 
0.000025 0.000180 0.001159 0.000542 0.760115 
0.658423 0.049716 0.073889 0.016199 0.001943 
0.001143 0.003157 0.738330 0.027130 0.058471 
0.688006 0.081847 0.011304 0.016208 0.000262 
0.000760 0.020432 0.001423 0.613613 0.025223 
0.001393 0.002140 0.738307 0.006022 0.007237 
0.000078 0.612042 0.003950 0.000554 0.002410 
0.000025 0.001054 0.007519 0.000624 0.816817 
0.000787 0.709741 0.000002 0.003117 0.001440 
0.000025 0.003744 0.000846 0.013665 0.804728 
0.000288 0.015011 0.734626 0.016749 0.000969 
0.000145 0.001257 0.001133 0.610307 0.008743 
0.705675 0.078481 0.058339 0.001468 0.063621 
0.000145 0.001087 0.005286 0.640657 0.009158 
0.000039 0.017776 0.747265 0.018423 0.005554 
0.000274 0.001096 0.002741 0.000048 0.722313 
0.692910 0.028656 0.003900 0.020957 0.001661 
0.000887 0.614611 0.012928 0.003505 0.002211 
0.000259 0.000129 0.011121 0.011352 0.720428 
0.000104 0.692146 0.003440 0.000192 0.002074 
0.000149 0.018872 0.006575 0.619649 0.091783 
0.000228 0.013078 0.738220 0.001633 0.047487 
0.680321 0.051501 0.000203 0.042880 0.002509 
0.000011 0.635115 0.002783 0.002578 0.001199 
0.000547 0.004036 0.002647 0.000731 0.760456 
0.000154 0.001821 0.011956 0.607679 0.031030 
0.001829 0.028427 0.747518 0.006037 0.003051 
0.606994 0.055756 0.048106 0.010451 0.043253 
0.700441 0.042495 0.006734 0.013601 0.002949 
0.000005 0.723904 0.000368 0.000265 0.000823 
0.000017 0.035890 0.025219 0.612214 0.057117 
0.000180 0.002288 0.003440 0.001592 0.805953 
0.002240 0.000394 0.737663 0.002581 0.000577 
0.000332 0.000715 0.019083 0.620150 0.073961 
0.682522 0.068477 0.001742 0.012830 0.004320 
0.000304 0.036320 0.730707 0.017382 0.023228 
0.000005 0.609507 0.000232 0.001873 0.000306 
0.000151 0.000505 0.009397 0.001732 0.747056 
0.000322 0.018631 0.000646 0.603030 0.002105 
0.000317 0.743990 0.001684 0.005402 0.000887 
0.000033 0.001859 0.753818 0.015717 0.006628 
0.000147 0.000803 0.010809 0.000486 0.827351 
0.674587 0.026224 0.024062 0.000190 0.046679 
0.000147 0.000775 0.000606 0.009933 0.740383 
0.000121 0.023591 0.014256 0.631037 0.010599 
0.000226 0.600637 0.000606 0.000306 0.001943 
0.655255 0.041359 0.002172 0.002775 0.010646 
0.000219 0.000568 0.722857 0.067217 0.002646 
0.000111 0.000957 0.002626 0.003809 0.809183 
0.000076 0.067619 0.017066 0.626278 0.048653 
0.000394 0.639411 0.002026 0.000656 0.001328 
0.707984 0.063855 0.077774 0.016038 0.000769 
0.000925 0.002003 0.735163 0.005910 0.012911 
0.692203 0.031366 0.014911 0.006438 0.003223 
0.000805 0.592369 0.000159 0.001688 0.001864 
0.000111 0.001129 0.009041 0.010154 0.760613 
0.000099 0.029421 0.003249 0.637650 0.040712 
0.000721 0.005779 0.751229 0.000875 0.080958 
0.000420 0.001326 0.714855 0.001829 0.029432 
0.000111 0.000537 0.006197 0.032541 0.786148 
0.000099 0.050880 0.027133 0.635745 0.004291 
0.001061 0.721565 0.000034 0.001049 0.000510 
0.694741 0.044665 0.027293 0.003465 0.048321 
0.000099 0.022389 0.009011 0.630969 0.067759 
0.000583 0.607105 0.000183 0.001407 0.000404 
0.000111 0.006098 0.015689 0.003370 0.778968 
0.001286 0.001676 0.765449 0.001301 0.002787 
0.668172 0.070457 0.001192 0.007201 0.022204 
0.000039 0.002255 0.732591 0.007262 0.006267 
0.000111 0.011347 0.006297 0.000293 0.752290 
0.000368 0.000858 0.006658 0.628831 0.000893 
0.000445 0.744150 0.001096 0.000811 0.002595 
0.621602 0.069736 0.037082 0.003517 0.035738 
0.000090 0.002477 0.002312 0.002183 0.776658 
0.673639 0.076662 0.000004 0.008482 0.026968 
0.001006 0.672611 0.003570 0.001128 0.003618 
0.001435 0.030120 0.761349 0.020866 0.000565 
0.000018 0.008343 0.004937 0.605799 0.024775 
0.000442 0.000266 0.012597 0.626577 0.030598 
0.705723 0.085414 0.014355 0.016492 0.000131 
0.000094 0.002002 0.004322 0.010598 0.820010 
0.000139 0.645243 0.000795 0.001960 0.002506 
0.001464 0.017837 0.760693 0.000451 0.002933 
0.000682 0.010451 0.731394 0.002622 0.029628 
0.000450 0.003033 0.003462 0.606496 0.000358 
0.000139 0.663421 0.001605 0.007658 0.003408 
0.000094 0.002577 0.010507 0.000027 0.821192 
0.661863 0.031075 0.067282 0.007945 0.001568 
0.000738 0.000270 0.727861 0.017769 0.014397 
0.653837 0.036039 0.032512 0.000969 0.011416 
0.000094 0.000262 0.003985 0.002470 0.775997 
0.001192 0.628825 0.002485 0.008903 0.001149 
0.000014 0.019421 0.001285 0.632658 0.067004 
0.684251 0.025726 0.004004 0.021061 0.001692 
0.000031 0.002865 0.034266 0.000917 0.824714 
0.000881 0.650448 0.004417 0.000567 0.002246 
0.000010 0.045896 0.001520 0.642141 0.033027 
0.001695 0.000443 0.756025 0.019751 0.001108 
0.000087 0.580220 0.000514 0.000650 0.000521 
0.000045 0.001087 0.001002 0.005277 0.797169 
0.620793 0.076885 0.067572 0.018007 0.010842 
0.000243 0.009432 0.760278 0.001082 0.075893 
0.000076 0.041825 0.010175 0.634832 0.029395 
0.000087 0.626340 0.005166 0.000142 0.000742 
0.001012 0.013042 0.762631 0.021187 0.000732 
0.000001 0.000543 0.001010 0.638763 0.091402 
0.000378 0.000554 0.002553 0.007783 0.710796 
0.671506 0.090923 0.019690 0.001254 0.018737 
0.000557 0.002916 0.711467 0.007221 0.032940 
0.000287 0.000554 0.008134 0.007331 0.765952 
0.000023 0.029321 0.000361 0.637802 0.070303 
0.000296 0.631149 0.001901 0.001727 0.000855 
0.693691 0.106872 0.012722 0.002658 0.007823 
0.000023 0.023861 0.001258 0.639879 0.100440 
0.001433 0.005129 0.736099 0.026183 0.000299 
0.000151 0.000954 0.012262 0.004726 0.711129 
0.000859 0.736205 0.001818 0.002047 0.002874 
0.658878 0.015049 0.065505 0.002888 0.053946 
0.000599 0.001413 0.757057 0.010502 0.005340 
0.675055 0.040338 0.062107 0.020150 0.004081 
0.001071 0.666937 0.003505 0.000365 0.001459 
0.000059 0.005249 0.000742 0.000084 0.776546 
0.000027 0.001722 0.009013 0.643679 0.052640 
0.000887 0.644554 0.003614 0.000470 0.001459 
0.000614 0.004686 0.723713 0.027042 0.000550 
0.000107 0.000264 0.017446 0.001312 0.822064 
0.000027 0.008390 0.000340 0.636591 0.092263 
0.655938 0.061185 0.019837 0.012376 0.012863 
0.000107 0.006792 0.000836 0.006151 0.791820 
0.661261 0.001938 0.021692 0.001594 0.021111 
0.000294 0.655952 0.000097 0.011976 0.000722 
0.000027 0.000609 0.013307 0.632823 0.032025 
0.000468 0.020463 0.716092 0.010476 0.023504 
0.675802 0.063777 0.023633 0.002308 0.018433 
0.000754 0.711080 0.003145 0.003310 0.000712 
0.000134 0.000040 0.705735 0.001067 0.003929 
0.000027 0.000362 0.023770 0.637912 0.106038 
0.000534 0.004875 0.000634 0.002002 0.781858 
0.644780 0.063384 0.000056 0.015648 0.003144 
0.000027 0.005026 0.007226 0.632539 0.021002 
0.000433 0.001469 0.001702 0.009086 0.819422 
0.000819 0.626523 0.002011 0.001091 0.000314 
0.000039 0.047671 0.758425 0.002986 0.006309 
0.000639 0.626523 0.003478 0.001889 0.000876 
0.688267 0.041248 0.015229 0.008825 0.045121 
0.000145 0.000424 0.000518 0.636279 0.001545 
0.000069 0.003859 0.721359 0.000723 0.039943 
0.000266 0.001515 0.010438 0.015148 0.779258 
0.000043 0.002698 0.005924 0.025821 0.765235 
0.000530 0.629331 0.004152 0.001093 0.001142 
0.680369 0.091960 0.003092 0.009319 0.023703 
0.000069 0.003249 0.738930 0.000481 0.082273 
0.000145 0.008013 0.007048 0.601249 0.015271 
0.000170 0.000715 0.000398 0.630226 0.002741 
0.000067 0.004328 0.004935 0.009914 0.736127 
0.000368 0.741809 0.002871 0.000158 0.000800 
0.002657 0.006055 0.766845 0.009657 0.016155 
0.656074 0.083730 0.026576 0.002015 0.023130 
0.000170 0.017356 0.000271 0.627983 0.015315 
0.000586 0.003043 0.723287 0.000000 0.015529 
0.000067 0.001007 0.029399 0.016762 0.743412 
0.000127 0.686278 0.003049 0.003134 0.001326 
0.690353 0.040137 0.007191 0.010404 0.001292 
0.000067 0.003651 0.003695 0.015097 0.803719 
0.000987 0.657451 0.002724 0.000924 0.001734 
0.002066 0.000329 0.754183 0.000256 0.077752 
0.000048 0.026720 0.015554 0.601427 0.038988 
0.691210 0.062009 0.072176 0.007464 0.007734 
0.001659 0.010528 0.762262 0.008386 0.033830 
0.000987 0.697837 0.027611 0.001847 0.000874 
0.000061 0.001509 0.020681 0.004914 0.824318 
0.000048 0.000542 0.001629 0.639673 0.027203 
0.694969 0.096572 0.000478 0.002923 0.009579 
0.000061 0.003248 0.002874 0.008985 0.820768 
0.000484 0.658077 0.017036 0.001994 0.000731 
0.677148 0.074255 0.001044 0.000612 0.051266 
0.000028 0.033594 0.005307 0.637304 0.013925 
0.000974 0.001135 0.739087 0.018842 0.005785 
0.001171 0.018135 0.752471 0.011543 0.004744 
0.000322 0.671846 0.011999 0.000872 0.001624 
0.000035 0.001047 0.001520 0.000109 0.802347 
0.685130 0.105239 0.016793 0.003063 0.023556 
0.000131 0.000793 0.003486 0.635146 0.099913 
0.000322 0.603766 0.004055 0.001792 0.002035 
0.000333 0.006025 0.713075 0.000712 0.003805 
0.000035 0.000698 0.002393 0.003180 0.797333 
0.000400 0.019475 0.011956 0.635856 0.055968 
0.680886 0.041360 0.005345 0.004177 0.006656 
0.000035 0.002663 0.001360 0.002696 0.758419 
0.000447 0.025441 0.013640 0.607243 0.041460 
0.000409 0.003571 0.709404 0.012746 0.000370 
0.000005 0.707234 0.004946 0.002226 0.002787 
0.636836 0.005653 0.012866 0.003887 0.023779 
0.000005 0.627203 0.000588 0.002833 0.002586 
0.000137 0.002313 0.002775 0.009098 0.816188 
0.001455 0.031091 0.751314 0.000885 0.062352 
0.000362 0.017775 0.016787 0.632801 0.032865 
0.660378 0.000133 0.059528 0.002431 0.000792 
0.686319 0.087653 0.009092 0.012215 0.007604 
0.000407 0.001665 0.021184 0.619903 0.050743 
0.001041 0.020071 0.755177 0.050532 0.000008 
0.000026 0.624718 0.000612 0.000191 0.000796 
0.000134 0.003084 0.011867 0.000153 0.796562 
0.000991 0.001123 0.738370 0.016290 0.000680 
0.000012 0.630242 0.003280 0.000582 0.002690 
0.000134 0.003552 0.003709 0.008123 0.779834 
0.656941 0.066209 0.003688 0.001126 0.045721 
0.000399 0.024476 0.008322 0.638109 0.068332 
0.000150 0.001126 0.739648 0.002840 0.001573 
0.000399 0.019349 0.016473 0.606974 0.036940 
0.000199 0.003667 0.001326 0.003240 0.822839 
0.000007 0.689486 0.001672 0.000267 0.002727 
0.685417 0.054779 0.003058 0.000326 0.028055 
0.000199 0.001433 0.002596 0.021649 0.757651 
0.000200 0.029342 0.021655 0.617767 0.068739 
0.000907 0.007273 0.741174 0.016119 0.000105 
0.000078 0.617133 0.003283 0.002172 0.002727 
0.672704 0.019512 0.033892 0.000608 0.033193 
0.000088 0.679453 0.002458 0.000450 0.028687 
0.001535 0.009991 0.712485 0.002295 0.001388 
0.678875 0.027467 0.001946 0.006535 0.022599 
0.000016 0.029285 0.013666 0.635315 0.003791 
0.000124 0.001704 0.005156 0.023435 0.738843 
0.000206 0.001164 0.008731 0.016657 0.803210 
0.000088 0.708406 0.001320 0.002089 0.001612 
0.001535 0.005391 0.732002 0.020740 0.000710 
0.000016 0.029319 0.005134 0.640247 0.026946 
0.630721 0.054435 0.040959 0.000352 0.016777 
0.000162 0.002268 0.003445 0.004927 0.776567 
0.000474 0.601094 0.002430 0.001904 0.000300 
0.000005 0.032862 0.017490 0.638543 0.018050 
0.001913 0.008474 0.721462 0.000136 0.008241 
0.689977 0.000540 0.060419 0.019754 0.048427 
0.701955 0.106866 0.003064 0.003179 0.031842 
0.000014 0.000846 0.006521 0.001989 0.803331 
0.000805 0.000674 0.741022 0.009044 0.007322 
0.000765 0.645740 0.000964 0.001899 0.000127 
0.000005 0.027993 0.004820 0.631704 0.044383 
0.000112 0.000702 0.003155 0.620249 0.073500 
0.000318 0.658558 0.001944 0.001160 0.000480 
0.000687 0.014298 0.761634 0.008213 0.005917 
0.681250 0.107784 0.051378 0.002014 0.028817 
0.000016 0.007420 0.005073 0.006542 0.812130 
0.000531 0.002773 0.000770 0.629882 0.045048 
0.001714 0.010254 0.755061 0.001071 0.004320 
0.671017 0.078486 0.015345 0.014911 0.000171 
0.000016 0.003491 0.013642 0.019729 0.816610 
0.000248 0.703341 0.001514 0.001992 0.002160 
0.000054 0.032660 0.008770 0.626301 0.104041 
0.000208 0.004118 0.703089 0.003530 0.020669 
0.000315 0.696275 0.003545 0.000138 0.000983 
0.000016 0.001032 0.003527 0.012667 0.741752 
0.688598 0.005273 0.003050 0.018497 0.041686 
0.000405 0.714219 0.003684 0.001239 0.002478 
0.000039 0.010462 0.007421 0.643431 0.013598 
0.000016 0.004250 0.001255 0.005202 0.810137 
0.691280 0.061974 0.011461 0.002530 0.004723 
0.001438 0.002677 0.766945 0.023114 0.065044 
0.000448 0.008592 0.021997 0.632589 0.047305 
0.000221 0.711393 0.000003 0.000450 0.000706 
0.001124 0.003507 0.702979 0.011535 0.000691 
0.000016 0.002937 0.003591 0.002076 0.775337 
0.689844 0.088657 0.007743 0.014569 0.012825 
0.000016 0.001105 0.002840 0.003686 0.767602 
0.000302 0.006248 0.009724 0.614351 0.002877 
0.000147 0.684190 0.002655 0.001388 0.001011 
0.691346 0.085997 0.047105 0.001574 0.039076 
0.001391 0.016328 0.710232 0.020047 0.018687 
0.000302 0.040322 0.017716 0.604687 0.027631 
0.000198 0.000467 0.737510 0.001747 0.004465 
0.000016 0.001205 0.001204 0.007962 0.786696 
0.000757 0.588084 0.001226 0.004463 0.000108 
0.627924 0.047642 0.034832 0.003291 0.047731 
0.000016 0.001400 0.000795 0.001753 0.806074 
0.001111 0.009000 0.704561 0.007731 0.012673 
0.000981 0.691029 0.002096 0.009695 0.000057 
0.000148 0.006445 0.018184 0.594825 0.049862 
0.688315 0.002068 0.052481 0.004553 0.060498 
0.000355 0.001026 0.001338 0.634369 0.106700 
0.000137 0.727495 0.003563 0.002599 0.000201 
0.000191 0.008303 0.757752 0.043783 0.003435 
0.000016 0.004015 0.004586 0.002092 0.823480 
0.633889 0.053400 0.025566 0.013808 0.045931 
0.000514 0.036952 0.010618 0.642580 0.055238 
0.000275 0.000129 0.001246 0.015723 0.699061 
0.000775 0.003337 0.747523 0.006563 0.039708 
0.000008 0.633250 0.002282 0.001665 0.000625 
0.642545 0.030892 0.008122 0.000180 0.001190 
0.000008 0.628328 0.001619 0.000856 0.001007 
0.664487 0.012225 0.011495 0.022760 0.043773 
0.000166 0.011674 0.749048 0.002685 0.000243 
0.000106 0.001084 0.007664 0.006034 0.789962 
0.000514 0.027355 0.000651 0.628290 0.089150 
0.000038 0.025333 0.024608 0.601435 0.021292 
0.000624 0.649677 0.000272 0.001940 0.001613 
0.000106 0.000739 0.002250 0.016423 0.750141 
0.001736 0.006927 0.718547 0.002668 0.000788 
0.670683 0.076707 0.021124 0.016933 0.018726 
0.654464 0.051088 0.059217 0.003737 0.025461 
0.000106 0.002700 0.001899 0.002158 0.757950 
0.000065 0.004038 0.014446 0.609303 0.024183 
0.000411 0.741595 0.002105 0.001932 0.000558 
0.001353 0.014698 0.762264 0.016892 0.004862 
0.000106 0.003426 0.002042 0.000642 0.761928 
0.000065 0.002554 0.000206 0.642976 0.077888 
0.001626 0.006650 0.764739 0.015125 0.009648 
